"","label","replace.by"
"6901","ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE","Neuroscience & Behavior"
"6902","NeuroQuantology","Neuroscience & Behavior"
"6903","Sleep and Biological Rhythms","Neuroscience & Behavior"
"6904","ARCHIVES ITALIENNES DE BIOLOGIE","Neuroscience & Behavior"
"6905","Brain Impairment","Neuroscience & Behavior"
"6906","Neurosciences","Neuroscience & Behavior"
"6907","Journal of the History of the Neurosciences","Neuroscience & Behavior"
"6908","Computational Intelligence and Neuroscience","Neuroscience & Behavior"
"6909","Ideggyogyaszati Szemle-Clinical Neuroscience","Neuroscience & Behavior"
"6910","Zeitschrift fur Neuropsychologie","Neuroscience & Behavior"
"6911","Neurochemical Journal","Neuroscience & Behavior"
"6912","ANNALES MEDICO-PSYCHOLOGIQUES","Neuroscience & Behavior"
"6913","NEUROPHYSIOLOGY","Neuroscience & Behavior"
"6914","Neurology Asia","Neuroscience & Behavior"
"6915","ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA","Neuroscience & Behavior"
"6916","Noropsikiyatri Arsivi-Archives of Neuropsychiatry","Neuroscience & Behavior"
"6917","KLINISCHE NEUROPHYSIOLOGIE","Neuroscience & Behavior"
"6918","Journal of Neurological Sciences-Turkish","Neuroscience & Behavior"
"6919","Neuroforum","Neuroscience & Behavior"
"6920","NATURE REVIEWS DRUG DISCOVERY","Pharmaco. & Toxicology"
"6921","PHARMACOLOGICAL REVIEWS","Pharmaco. & Toxicology"
"6922","ADVANCED DRUG DELIVERY REVIEWS","Pharmaco. & Toxicology"
"6923","Annual Review of Pharmacology and Toxicology","Pharmaco. & Toxicology"
"6924","TRENDS IN PHARMACOLOGICAL SCIENCES","Pharmaco. & Toxicology"
"6925","PHARMACOLOGY & THERAPEUTICS","Pharmaco. & Toxicology"
"6926","NATURAL PRODUCT REPORTS","Pharmaco. & Toxicology"
"6927","MEDICINAL RESEARCH REVIEWS","Pharmaco. & Toxicology"
"6928","Particle and Fibre Toxicology","Pharmaco. & Toxicology"
"6929","DRUG RESISTANCE UPDATES","Pharmaco. & Toxicology"
"6930","Nanotoxicology","Pharmaco. & Toxicology"
"6931","JOURNAL OF CONTROLLED RELEASE","Pharmaco. & Toxicology"
"6932","CLINICAL PHARMACOLOGY & THERAPEUTICS","Pharmaco. & Toxicology"
"6933","ARCHIVES OF TOXICOLOGY","Pharmaco. & Toxicology"
"6934","ALIMENTARY PHARMACOLOGY & THERAPEUTICS","Pharmaco. & Toxicology"
"6935","DRUG DISCOVERY TODAY","Pharmaco. & Toxicology"
"6936","Expert Opinion on Drug Delivery","Pharmaco. & Toxicology"
"6937","CRITICAL REVIEWS IN TOXICOLOGY","Pharmaco. & Toxicology"
"6938","CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS","Pharmaco. & Toxicology"
"6939","BRITISH JOURNAL OF PHARMACOLOGY","Pharmaco. & Toxicology"
"6940","BIOCHEMICAL PHARMACOLOGY","Pharmaco. & Toxicology"
"6941","JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY","Pharmaco. & Toxicology"
"6942","ANTIVIRAL RESEARCH","Pharmaco. & Toxicology"
"6943","Journal of Clinical Lipidology","Pharmaco. & Toxicology"
"6944","DRUGS","Pharmaco. & Toxicology"
"6945","DRUG DELIVERY","Pharmaco. & Toxicology"
"6946","CLINICAL PHARMACOKINETICS","Pharmaco. & Toxicology"
"6947","PHARMACOLOGICAL RESEARCH","Pharmaco. & Toxicology"
"6948","EXPERT OPINION ON THERAPEUTIC TARGETS","Pharmaco. & Toxicology"
"6949","CURRENT OPINION IN PHARMACOLOGY","Pharmaco. & Toxicology"
"6950","EXPERT OPINION ON THERAPEUTIC PATENTS","Pharmaco. & Toxicology"
"6951","DRUG METABOLISM REVIEWS","Pharmaco. & Toxicology"
"6952","Frontiers in Pharmacology","Pharmaco. & Toxicology"
"6953","ANTIMICROBIAL AGENTS AND CHEMOTHERAPY","Pharmaco. & Toxicology"
"6954","EXPERT OPINION ON INVESTIGATIONAL DRUGS","Pharmaco. & Toxicology"
"6955","JOURNAL OF MANAGED CARE PHARMACY","Pharmaco. & Toxicology"
"6956","MOLECULAR PHARMACEUTICS","Pharmaco. & Toxicology"
"6957","International Journal of Nanomedicine","Pharmaco. & Toxicology"
"6958","INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS","Pharmaco. & Toxicology"
"6959","CNS Neuroscience & Therapeutics","Pharmaco. & Toxicology"
"6960","INTERNATIONAL JOURNAL OF PHARMACEUTICS","Pharmaco. & Toxicology"
"6961","EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS","Pharmaco. & Toxicology"
"6962","MOLECULAR PHARMACOLOGY","Pharmaco. & Toxicology"
"6963","Journal of Ginseng Research","Pharmaco. & Toxicology"
"6964","Journal of Neuroimmune Pharmacology","Pharmaco. & Toxicology"
"6965","TOXICOLOGICAL SCIENCES","Pharmaco. & Toxicology"
"6966","TOXICOLOGY AND APPLIED PHARMACOLOGY","Pharmaco. & Toxicology"
"6967","BRITISH JOURNAL OF CLINICAL PHARMACOLOGY","Pharmaco. & Toxicology"
"6968","VALUE IN HEALTH","Pharmaco. & Toxicology"
"6969","VALUE IN HEALTH","Pharmaco. & Toxicology"
"6970","AAPS Journal","Pharmaco. & Toxicology"
"6971","TOXICOLOGY","Pharmaco. & Toxicology"
"6972","PHARMACOGENOMICS JOURNAL","Pharmaco. & Toxicology"
"6973","EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES","Pharmaco. & Toxicology"
"6974","JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS","Pharmaco. & Toxicology"
"6975","Current Neuropharmacology","Pharmaco. & Toxicology"
"6976","CURRENT CANCER DRUG TARGETS","Pharmaco. & Toxicology"
"6977","JOURNAL OF NATURAL PRODUCTS","Pharmaco. & Toxicology"
"6978","Toxins","Pharmaco. & Toxicology"
"6979","EXPERT OPINION ON PHARMACOTHERAPY","Pharmaco. & Toxicology"
"6980","Expert Review of Anti-Infective Therapy","Pharmaco. & Toxicology"
"6981","Recent Patents on Anti-Cancer Drug Discovery","Pharmaco. & Toxicology"
"6982","TOXICOLOGY LETTERS","Pharmaco. & Toxicology"
"6983","Expert Opinion on Drug Discovery","Pharmaco. & Toxicology"
"6984","CURRENT MEDICINAL CHEMISTRY","Pharmaco. & Toxicology"
"6985","Marine Drugs","Pharmaco. & Toxicology"
"6986","TOXICOLOGY IN VITRO","Pharmaco. & Toxicology"
"6987","INVESTIGATIONAL NEW DRUGS","Pharmaco. & Toxicology"
"6988","PHARMACEUTICAL RESEARCH","Pharmaco. & Toxicology"
"6989","DRUG METABOLISM AND DISPOSITION","Pharmaco. & Toxicology"
"6990","DRUG SAFETY","Pharmaco. & Toxicology"
"6991","CARDIOVASCULAR DRUGS AND THERAPY","Pharmaco. & Toxicology"
"6992","JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS","Pharmaco. & Toxicology"
"6993","ACTA PHARMACOLOGICA SINICA","Pharmaco. & Toxicology"
"6994","INTERNATIONAL JOURNAL OF DRUG POLICY","Pharmaco. & Toxicology"
"6995","BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY","Pharmaco. & Toxicology"
"6996","JOURNAL OF ETHNOPHARMACOLOGY","Pharmaco. & Toxicology"
"6997","CURRENT PHARMACEUTICAL DESIGN","Pharmaco. & Toxicology"
"6998","CURRENT DRUG TARGETS","Pharmaco. & Toxicology"
"6999","CHEMICAL RESEARCH IN TOXICOLOGY","Pharmaco. & Toxicology"
"7000","ChemMedChem","Pharmaco. & Toxicology"
"7001","PHYTOMEDICINE","Pharmaco. & Toxicology"
"7002","CLINICAL THERAPEUTICS","Pharmaco. & Toxicology"
"7003","ANTIVIRAL THERAPY","Pharmaco. & Toxicology"
"7004","PHARMACOEPIDEMIOLOGY AND DRUG SAFETY","Pharmaco. & Toxicology"
"7005","Expert Opinion On Drug Safety","Pharmaco. & Toxicology"
"7006","CLINICAL TOXICOLOGY","Pharmaco. & Toxicology"
"7007","Drug Design Development and Therapy","Pharmaco. & Toxicology"
"7008","BIODRUGS","Pharmaco. & Toxicology"
"7009","Drug Testing and Analysis","Pharmaco. & Toxicology"
"7010","Pharmacogenetics and Genomics","Pharmaco. & Toxicology"
"7011","REPRODUCTIVE TOXICOLOGY","Pharmaco. & Toxicology"
"7012","CURRENT DRUG METABOLISM","Pharmaco. & Toxicology"
"7013","MINI-REVIEWS IN MEDICINAL CHEMISTRY","Pharmaco. & Toxicology"
"7014","JOURNAL OF DRUG TARGETING","Pharmaco. & Toxicology"
"7015","EUROPEAN JOURNAL OF PHARMACOLOGY","Pharmaco. & Toxicology"
"7016","Anti-Cancer Agents in Medicinal Chemistry","Pharmaco. & Toxicology"
"7017","JOURNAL OF APPLIED TOXICOLOGY","Pharmaco. & Toxicology"
"7018","EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY","Pharmaco. & Toxicology"
"7019","PHARMACOGENOMICS","Pharmaco. & Toxicology"
"7020","PHYTOTHERAPY RESEARCH","Pharmaco. & Toxicology"
"7021","JOURNAL OF PHARMACEUTICAL SCIENCES","Pharmaco. & Toxicology"
"7022","CHEMICO-BIOLOGICAL INTERACTIONS","Pharmaco. & Toxicology"
"7023","DRUGS & AGING","Pharmaco. & Toxicology"
"7024","Molecular Diagnosis & Therapy","Pharmaco. & Toxicology"
"7025","Expert Opinion on Drug Metabolism & Toxicology","Pharmaco. & Toxicology"
"7026","PHARMACOTHERAPY","Pharmaco. & Toxicology"
"7027","JOURNAL OF CLINICAL PHARMACOLOGY","Pharmaco. & Toxicology"
"7028","INTERNATIONAL IMMUNOPHARMACOLOGY","Pharmaco. & Toxicology"
"7029","JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS","Pharmaco. & Toxicology"
"7030","Microbial Drug Resistance","Pharmaco. & Toxicology"
"7031","ADVANCES IN THERAPY","Pharmaco. & Toxicology"
"7032","VASCULAR PHARMACOLOGY","Pharmaco. & Toxicology"
"7033","ARCHIVES OF PHARMACAL RESEARCH","Pharmaco. & Toxicology"
"7034","Expert Review of Clinical Pharmacology","Pharmaco. & Toxicology"
"7035","SKIN PHARMACOLOGY AND PHYSIOLOGY","Pharmaco. & Toxicology"
"7036","JOURNAL OF CARDIOVASCULAR PHARMACOLOGY","Pharmaco. & Toxicology"
"7037","BIOPHARMACEUTICS & DRUG DISPOSITION","Pharmaco. & Toxicology"
"7038","AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY","Pharmaco. & Toxicology"
"7039","DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY","Pharmaco. & Toxicology"
"7040","Journal of Ethnobiology and Ethnomedicine","Pharmaco. & Toxicology"
"7041","FITOTERAPIA","Pharmaco. & Toxicology"
"7042","NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY","Pharmaco. & Toxicology"
"7043","Current Vascular Pharmacology","Pharmaco. & Toxicology"
"7044","JOURNAL OF PHARMACY AND PHARMACOLOGY","Pharmaco. & Toxicology"
"7045","JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES","Pharmaco. & Toxicology"
"7046","BIOMEDICINE & PHARMACOTHERAPY","Pharmaco. & Toxicology"
"7047","MedChemComm","Pharmaco. & Toxicology"
"7048","TOXICON","Pharmaco. & Toxicology"
"7049","INFLAMMOPHARMACOLOGY","Pharmaco. & Toxicology"
"7050","JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY","Pharmaco. & Toxicology"
"7051","ANTI-CANCER DRUGS","Pharmaco. & Toxicology"
"7052","Pharmacological Reports","Pharmaco. & Toxicology"
"7053","Cardiovascular Therapeutics","Pharmaco. & Toxicology"
"7054","American Journal of Cardiovascular Drugs","Pharmaco. & Toxicology"
"7055","SAUDI PHARMACEUTICAL JOURNAL","Pharmaco. & Toxicology"
"7056","REGULATORY TOXICOLOGY AND PHARMACOLOGY","Pharmaco. & Toxicology"
"7057","TOXICOLOGIC PATHOLOGY","Pharmaco. & Toxicology"
"7058","CNS & Neurological Disorders-Drug Targets","Pharmaco. & Toxicology"
"7059","ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY","Pharmaco. & Toxicology"
"7060","JOURNAL OF ANTIBIOTICS","Pharmaco. & Toxicology"
"7061","Toxicology Research","Pharmaco. & Toxicology"
"7062","FUNDAMENTAL & CLINICAL PHARMACOLOGY","Pharmaco. & Toxicology"
"7063","JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS","Pharmaco. & Toxicology"
"7064","Biomolecules & Therapeutics","Pharmaco. & Toxicology"
"7065","EXPERT OPINION ON EMERGING DRUGS","Pharmaco. & Toxicology"
"7066","ANNALS OF PHARMACOTHERAPY","Pharmaco. & Toxicology"
"7067","JOURNAL OF PHARMACOLOGICAL SCIENCES","Pharmaco. & Toxicology"
"7068","THERAPEUTIC DRUG MONITORING","Pharmaco. & Toxicology"
"7069","MOLECULAR DIVERSITY","Pharmaco. & Toxicology"
"7070","PEDIATRIC DRUGS","Pharmaco. & Toxicology"
"7071","Cardiovascular Toxicology","Pharmaco. & Toxicology"
"7072","ARCHIV DER PHARMAZIE","Pharmaco. & Toxicology"
"7073","BMC Pharmacology & Toxicology","Pharmaco. & Toxicology"
"7074","Journal of Immunotoxicology","Pharmaco. & Toxicology"
"7075","BIOMARKERS","Pharmaco. & Toxicology"
"7076","INHALATION TOXICOLOGY","Pharmaco. & Toxicology"
"7077","CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY","Pharmaco. & Toxicology"
"7078","PLANTA MEDICA","Pharmaco. & Toxicology"
"7079","Endocrine Metabolic & Immune Disorders-Drug Targets","Pharmaco. & Toxicology"
"7080","JOURNAL OF FOOD AND DRUG ANALYSIS","Pharmaco. & Toxicology"
"7081","AAPS PHARMSCITECH","Pharmaco. & Toxicology"
"7082","Drug Delivery and Translational Research","Pharmaco. & Toxicology"
"7083","Dose-Response","Pharmaco. & Toxicology"
"7084","JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS","Pharmaco. & Toxicology"
"7085","JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS","Pharmaco. & Toxicology"
"7086","CLINICAL DRUG INVESTIGATION","Pharmaco. & Toxicology"
"7087","CURRENT PHARMACEUTICAL BIOTECHNOLOGY","Pharmaco. & Toxicology"
"7088","Drug Metabolism and Pharmacokinetics","Pharmaco. & Toxicology"
"7089","JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS","Pharmaco. & Toxicology"
"7090","ANNALS OF OCCUPATIONAL HYGIENE","Pharmaco. & Toxicology"
"7091","XENOBIOTICA","Pharmaco. & Toxicology"
"7092","EXPERIMENTAL AND TOXICOLOGIC PATHOLOGY","Pharmaco. & Toxicology"
"7093","CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","Pharmaco. & Toxicology"
"7094","INTEGRATIVE CANCER THERAPIES","Pharmaco. & Toxicology"
"7095","CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY","Pharmaco. & Toxicology"
"7096","BIOLOGICALS","Pharmaco. & Toxicology"
"7097","TOXICOLOGY AND INDUSTRIAL HEALTH","Pharmaco. & Toxicology"
"7098","EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS","Pharmaco. & Toxicology"
"7099","Journal of Natural Medicines","Pharmaco. & Toxicology"
"7100","ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES","Pharmaco. & Toxicology"
"7101","DARU-Journal of Pharmaceutical Sciences","Pharmaco. & Toxicology"
"7102","DRUG AND CHEMICAL TOXICOLOGY","Pharmaco. & Toxicology"
"7103","Expert Review of Pharmacoeconomics & Outcomes Research","Pharmaco. & Toxicology"
"7104","Expert Review of Pharmacoeconomics & Outcomes Research","Pharmaco. & Toxicology"
"7105","JOURNAL OF MICROENCAPSULATION","Pharmaco. & Toxicology"
"7106","HUMAN & EXPERIMENTAL TOXICOLOGY","Pharmaco. & Toxicology"
"7107","Journal of Pharmaceutical Innovation","Pharmaco. & Toxicology"
"7108","Chinese Medicine","Pharmaco. & Toxicology"
"7109","European Review for Medical and Pharmacological Sciences","Pharmaco. & Toxicology"
"7110","BIOLOGICAL & PHARMACEUTICAL BULLETIN","Pharmaco. & Toxicology"
"7111","Molecular Informatics","Pharmaco. & Toxicology"
"7112","PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY","Pharmaco. & Toxicology"
"7113","PHARMACEUTICAL BIOLOGY","Pharmaco. & Toxicology"
"7114","KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY","Pharmaco. & Toxicology"
"7115","PHARMACOLOGY","Pharmaco. & Toxicology"
"7116","Journal of Applied Biomedicine","Pharmaco. & Toxicology"
"7117","TOXICOLOGY MECHANISMS AND METHODS","Pharmaco. & Toxicology"
"7118","INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY","Pharmaco. & Toxicology"
"7119","Medicinal Chemistry","Pharmaco. & Toxicology"
"7120","Current Drug Delivery","Pharmaco. & Toxicology"
"7121","MEDICINAL CHEMISTRY RESEARCH","Pharmaco. & Toxicology"
"7122","JOURNAL OF INFECTION AND CHEMOTHERAPY","Pharmaco. & Toxicology"
"7123","Chinese Journal of Natural Medicines","Pharmaco. & Toxicology"
"7124","INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS","Pharmaco. & Toxicology"
"7125","Iranian Journal of Pharmaceutical Research","Pharmaco. & Toxicology"
"7126","International Journal of Clinical Pharmacy","Pharmaco. & Toxicology"
"7127","JOURNAL OF CHEMOTHERAPY","Pharmaco. & Toxicology"
"7128","Clinical Pharmacology in Drug Development","Pharmaco. & Toxicology"
"7129","CLINICAL AND EXPERIMENTAL HYPERTENSION","Pharmaco. & Toxicology"
"7130","JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION","Pharmaco. & Toxicology"
"7131","PHARMAZIE","Pharmaco. & Toxicology"
"7132","JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND ONCOLOGY","Pharmaco. & Toxicology"
"7133","Molecular & Cellular Toxicology","Pharmaco. & Toxicology"
"7134","PHARMACEUTICAL STATISTICS","Pharmaco. & Toxicology"
"7135","JOURNAL OF TOXICOLOGICAL SCIENCES","Pharmaco. & Toxicology"
"7136","Iranian Journal of Basic Medical Sciences","Pharmaco. & Toxicology"
"7137","ACTA PHARMACEUTICA","Pharmaco. & Toxicology"
"7138","AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION","Pharmaco. & Toxicology"
"7139","DRUGS OF TODAY","Pharmaco. & Toxicology"
"7140","FARMACIA","Pharmaco. & Toxicology"
"7141","Current Computer-Aided Drug Design","Pharmaco. & Toxicology"
"7142","AMERICAN JOURNAL OF THERAPEUTICS","Pharmaco. & Toxicology"
"7143","INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS","Pharmaco. & Toxicology"
"7144","Cutaneous and Ocular Toxicology","Pharmaco. & Toxicology"
"7145","INTERNATIONAL JOURNAL OF TOXICOLOGY","Pharmaco. & Toxicology"
"7146","NATURAL PRODUCT RESEARCH","Pharmaco. & Toxicology"
"7147","Journal of Traditional Chinese Medicine","Pharmaco. & Toxicology"
"7148","Revista Espanola de Quimioterapia","Pharmaco. & Toxicology"
"7149","JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH","Pharmaco. & Toxicology"
"7150","Annual Reports in Medicinal Chemistry","Pharmaco. & Toxicology"
"7151","CHEMOTHERAPY","Pharmaco. & Toxicology"
"7152","DRUG DEVELOPMENT RESEARCH","Pharmaco. & Toxicology"
"7153","Letters in Drug Design & Discovery","Pharmaco. & Toxicology"
"7154","Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology","Pharmaco. & Toxicology"
"7155","MEDICAL LETTER ON DRUGS AND THERAPEUTICS","Pharmaco. & Toxicology"
"7156","Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy","Pharmaco. & Toxicology"
"7157","Current Pharmaceutical Analysis","Pharmaco. & Toxicology"
"7158","Natural Product Communications","Pharmaco. & Toxicology"
"7159","Journal of Biopharmaceutical Statistics","Pharmaco. & Toxicology"
"7160","ACTA POLONIAE PHARMACEUTICA","Pharmaco. & Toxicology"
"7161","Toxin Reviews","Pharmaco. & Toxicology"
"7162","Journal of Toxicologic Pathology","Pharmaco. & Toxicology"
"7163","Pharmacognosy Magazine","Pharmaco. & Toxicology"
"7164","THERAPIE","Pharmaco. & Toxicology"
"7165","Records of Natural Products","Pharmaco. & Toxicology"
"7166","INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES","Pharmaco. & Toxicology"
"7167","Bangladesh Journal of Pharmacology","Pharmaco. & Toxicology"
"7168","JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY","Pharmaco. & Toxicology"
"7169","INDIAN JOURNAL OF PHARMACOLOGY","Pharmaco. & Toxicology"
"7170","Pakistan Journal of Pharmaceutical Sciences","Pharmaco. & Toxicology"
"7171","TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH","Pharmaco. & Toxicology"
"7172","International Journal of Pharmacology","Pharmaco. & Toxicology"
"7173","Therapeutic Innovation & Regulatory Science","Pharmaco. & Toxicology"
"7174","Brazilian Journal of Pharmaceutical Sciences","Pharmaco. & Toxicology"
"7175","Expert Opinion on Orphan Drugs","Pharmaco. & Toxicology"
"7176","PHARMACEUTICAL CHEMISTRY JOURNAL","Pharmaco. & Toxicology"
"7177","European Journal of Hospital Pharmacy-Science and Practice","Pharmaco. & Toxicology"
"7178","DISSOLUTION TECHNOLOGIES","Pharmaco. & Toxicology"
"7179","Latin American Journal of Pharmacy","Pharmaco. & Toxicology"
"7180","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","Pharmaco. & Toxicology"
"7181","Current Topics in Nutraceutical Research","Pharmaco. & Toxicology"
"7182","BIOPHARM INTERNATIONAL","Pharmaco. & Toxicology"
"7183","YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN","Pharmaco. & Toxicology"
"7184","REVIEWS OF MODERN PHYSICS","Physics"
"7185","Living Reviews in Relativity","Physics"
"7186","Nature Photonics","Physics"
"7187","Nature Physics","Physics"
"7188","ADVANCES IN PHYSICS","Physics"
"7189","Annual Review of Condensed Matter Physics","Physics"
"7190","PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS","Physics"
"7191","Applied Physics Reviews","Physics"
"7192","NANO LETTERS","Physics"
"7193","Light-Science & Applications","Physics"
"7194","Nano Today","Physics"
"7195","REPORTS ON PROGRESS IN PHYSICS","Physics"
"7196","Advances in Optics and Photonics","Physics"
"7197","Annual Review of Fluid Mechanics","Physics"
"7198","PROGRESS IN PARTICLE AND NUCLEAR PHYSICS","Physics"
"7199","Nano Research","Physics"
"7200","Physical Review X","Physics"
"7201","Nanoscale","Physics"
"7202","PHYSICAL REVIEW LETTERS","Physics"
"7203","PROGRESS IN SURFACE SCIENCE","Physics"
"7204","Annual Review of Nuclear and Particle Science","Physics"
"7205","Laser & Photonics Reviews","Physics"
"7206","JOURNAL OF HIGH ENERGY PHYSICS","Physics"
"7207","SURFACE SCIENCE REPORTS","Physics"
"7208","CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES","Physics"
"7209","Advances In Atomic Molecular and Optical Physics","Physics"
"7210","ACS Photonics","Physics"
"7211","Optica","Physics"
"7212","CONTEMPORARY PHYSICS","Physics"
"7213","EUROPEAN PHYSICAL JOURNAL C","Physics"
"7214","PHYSICS LETTERS B","Physics"
"7215","Journal of Physical Chemistry C","Physics"
"7216","PHYSICAL REVIEW D","Physics"
"7217","Nanophotonics","Physics"
"7218","Physical Review Applied","Physics"
"7219","NUCLEAR FUSION","Physics"
"7220","FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS","Physics"
