"";"JCR.Abbreviated.Title";"Full.Journal.Title";"Issn";"Subject.Category";"Discipline.Scientifique.OST";"Origine";"Abreviation"
"11100";"NEUROREPORT";"NEUROREPORT";"0959-4965";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11101";"NEUROSCI BIOBEHAV R";"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS";"0149-7634";"Behavioral Sciences";"Biologie Fondamentale";"SCIE";"CN"
"11102";"NEUROSCI BIOBEHAV R";"NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS";"0149-7634";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11103";"NEUROSCI BULL";"NEUROSCIENCE BULLETIN";"1673-7067";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11104";"NEUROSCI LETT";"NEUROSCIENCE LETTERS";"0304-3940";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11105";"NEUROSCI RES";"NEUROSCIENCE RESEARCH";"0168-0102";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11106";"NEUROSCIENCE";"NEUROSCIENCE";"0306-4522";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11107";"NEUROSCIENCES";"NEUROSCIENCES";"1319-6138";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11108";"NEUROSCIENTIST";"NEUROSCIENTIST";"1073-8584";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11109";"NEUROSCIENTIST";"NEUROSCIENTIST";"1073-8584";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11110";"NEUROSURG CLIN N AM";"NEUROSURGERY CLINICS OF NORTH AMERICA";"1042-3680";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11111";"NEUROSURG CLIN N AM";"NEUROSURGERY CLINICS OF NORTH AMERICA";"1042-3680";"Surgery";"Recherche Médicale";"SCIE";"YA"
"11112";"NEUROSURG FOCUS";"NEUROSURGICAL FOCUS";"1092-0684";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11113";"NEUROSURG FOCUS";"NEUROSURGICAL FOCUS";"1092-0684";"Surgery";"Recherche Médicale";"SCIE";"YA"
"11114";"NEUROSURG REV";"NEUROSURGICAL REVIEW";"0344-5607";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11115";"NEUROSURG REV";"NEUROSURGICAL REVIEW";"0344-5607";"Surgery";"Recherche Médicale";"SCIE";"YA"
"11116";"NEUROSURGERY";"NEUROSURGERY";"0148-396X";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11117";"NEUROSURGERY";"NEUROSURGERY";"0148-396X";"Surgery";"Recherche Médicale";"SCIE";"YA"
"11118";"NEUROTHERAPEUTICS";"NEUROTHERAPEUTICS";"1933-7213";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11119";"NEUROTHERAPEUTICS";"NEUROTHERAPEUTICS";"1933-7213";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11120";"NEUROTHERAPEUTICS";"NEUROTHERAPEUTICS";"1933-7213";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"11121";"NEUROTOX RES";"NEUROTOXICITY RESEARCH";"1029-8428";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11122";"NEUROTOXICOL TERATOL";"NEUROTOXICOLOGY AND TERATOLOGY";"0892-0362";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11123";"NEUROTOXICOL TERATOL";"NEUROTOXICOLOGY AND TERATOLOGY";"0892-0362";"Toxicology";"Recherche Médicale";"SCIE";"YO"
"11124";"NEUROTOXICOLOGY";"NEUROTOXICOLOGY";"0161-813X";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"11125";"NEUROTOXICOLOGY";"NEUROTOXICOLOGY";"0161-813X";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"11126";"NEUROTOXICOLOGY";"NEUROTOXICOLOGY";"0161-813X";"Toxicology";"Recherche Médicale";"SCIE";"YO"
"11127";"NEUROUROL URODYNAM";"NEUROUROLOGY AND URODYNAMICS";"0733-2467";"Urology & Nephrology";"Recherche Médicale";"SCIE";"ZA"
"11128";"NEW ASTRON";"NEW ASTRONOMY";"1384-1076";"Astronomy & Astrophysics";"Sciences de l'Univers";"SCIE";"BU"
"11129";"NEW ASTRON REV";"NEW ASTRONOMY REVIEWS";"1387-6473";"Astronomy & Astrophysics";"Sciences de l'Univers";"SCIE";"BU"
"11130";"NEW BIOTECHNOL";"NEW BIOTECHNOLOGY";"1871-6784";"Biochemical Research Methods";"Biologie Fondamentale";"SCIE";"CO"
"11131";"NEW BIOTECHNOL";"NEW BIOTECHNOLOGY";"1871-6784";"Biotechnology & Applied Microbiology";"Biologie Fondamentale";"SCIE";"DB"
"11132";"NEW CARBON MATER";"NEW CARBON MATERIALS";"1007-8827";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"11133";"NEW ENGL J MED";"NEW ENGLAND JOURNAL OF MEDICINE";"0028-4793";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"11134";"NEW FOREST";"NEW FORESTS";"0169-4286";"Forestry";"Biologie Appliquée-Ecologie";"SCIE";"KA"
"11135";"NEW GENERAT COMPUT";"NEW GENERATION COMPUTING";"0288-3635";"Computer Science, Hardware & Architecture";"Sciences pour l'Ingénieur";"SCIE";"ES"
"11136";"NEW GENERAT COMPUT";"NEW GENERATION COMPUTING";"0288-3635";"Computer Science, Theory & Methods";"Sciences pour l'Ingénieur";"SCIE";"EX"
"11137";"NEW GENET SOC";"NEW GENETICS AND SOCIETY";"1463-6778";"Biotechnology & Applied Microbiology";"Biologie Fondamentale";"SCIE";"DB"
"11138";"NEW GENET SOC";"NEW GENETICS AND SOCIETY";"1463-6778";"Genetics & Heredity";"Biologie Fondamentale";"SCIE";"KM"
"11139";"NEW J CHEM";"NEW JOURNAL OF CHEMISTRY";"1144-0546";"Chemistry, Multidisciplinary";"Chimie";"SCIE";"DY"
"11140";"NEW J PHYS";"NEW JOURNAL OF PHYSICS";"1367-2630";"Physics, Multidisciplinary";"Physique";"SCIE";"UI"
"11141";"NEW MEDIT";"NEW MEDIT";"1594-5685";"Agriculture, Multidisciplinary";"Biologie Appliquée-Ecologie";"SCIE";"AH"
"11142";"NEW MICROBIOL";"NEW MICROBIOLOGICA";"1121-7138";"Microbiology";"Biologie Fondamentale";"SCIE";"QU"
"11143";"NEW PHYTOL";"NEW PHYTOLOGIST";"0028-646X";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"11144";"NEW REV HYPERMEDIA M";"NEW REVIEW OF HYPERMEDIA AND MULTIMEDIA";"1361-4568";"Computer Science, Information Systems";"Sciences pour l'Ingénieur";"SCIE";"ET"
"11145";"NEW SCI";"NEW SCIENTIST";"0262-4079";"Multidisciplinary Sciences";"Multidisciplinaire";"SCIE";"RO"
"11146";"NEW YORK J MATH";"NEW YORK JOURNAL OF MATHEMATICS";"1076-9803";"Mathematics";"Mathématiques";"SCIE";"PQ"
"11147";"NEW ZEAL J AGR RES";"NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH";"0028-8233";"Agriculture, Multidisciplinary";"Biologie Appliquée-Ecologie";"SCIE";"AH"
"11148";"NEW ZEAL J BOT";"NEW ZEALAND JOURNAL OF BOTANY";"0028-825X";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"11149";"NEW ZEAL J CROP HORT";"NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE";"0114-0671";"Agronomy";"Biologie Appliquée-Ecologie";"SCIE";"AM"
"11150";"NEW ZEAL J CROP HORT";"NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE";"0114-0671";"Horticulture";"Biologie Appliquée-Ecologie";"SCIE";"MU"
"11151";"NEW ZEAL J ECOL";"NEW ZEALAND JOURNAL OF ECOLOGY";"0110-6465";"Ecology";"Biologie Appliquée-Ecologie";"SCIE";"GU"
"11152";"NEW ZEAL J GEOL GEOP";"NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS";"0028-8306";"Geology";"Sciences de l'Univers";"SCIE";"KY"
"11153";"NEW ZEAL J GEOL GEOP";"NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS";"0028-8306";"Geosciences, Multidisciplinary";"Sciences de l'Univers";"SCIE";"LE"
"11154";"NEW ZEAL J MAR FRESH";"NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH";"0028-8330";"Fisheries";"Biologie Appliquée-Ecologie";"SCIE";"JU"
"11155";"NEW ZEAL J MAR FRESH";"NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH";"0028-8330";"Marine & Freshwater Biology";"Sciences de l'Univers";"SCIE";"PI"
"11156";"NEW ZEAL J MAR FRESH";"NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH";"0028-8330";"Oceanography";"Sciences de l'Univers";"SCIE";"SI"
"11157";"NEW ZEAL J ZOOL";"NEW ZEALAND JOURNAL OF ZOOLOGY";"0301-4223";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"11158";"NEW ZEAL VET J";"NEW ZEALAND VETERINARY JOURNAL";"0048-0169";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"11159";"NEWSL STRATIGR";"NEWSLETTERS ON STRATIGRAPHY";"0078-0421";"Geology";"Sciences de l'Univers";"SCIE";"KY"
"11160";"NEXUS NETW J";"NEXUS NETWORK JOURNAL";"1590-5896";"History & Philosophy of Science";"Histoire-Archéologie";"SCIE";"MQ"
"11161";"NICOTINE TOB RES";"NICOTINE & TOBACCO RESEARCH";"1462-2203";"Public, Environmental & Occupational Health";"Recherche Médicale";"SCIE";"NE"
"11162";"NICOTINE TOB RES";"NICOTINE & TOBACCO RESEARCH";"1462-2203";"Substance Abuse";"Recherche Médicale";"SCIE";"GM"
"11163";"NIGER J CLIN PRACT";"NIGERIAN JOURNAL OF CLINICAL PRACTICE";"1119-3077";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"11164";"NIHON REOROJI GAKK";"NIHON REOROJI GAKKAISHI";"0387-1533";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"11165";"NIHON REOROJI GAKK";"NIHON REOROJI GAKKAISHI";"0387-1533";"Polymer Science";"Chimie";"SCIE";"UY"
"11166";"NIPPON SUISAN GAKK";"NIPPON SUISAN GAKKAISHI";"0021-5392";"Fisheries";"Biologie Appliquée-Ecologie";"SCIE";"JU"
"11167";"NITRIC OXIDE-BIOL CH";"NITRIC OXIDE-BIOLOGY AND CHEMISTRY";"1089-8603";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"11168";"NITRIC OXIDE-BIOL CH";"NITRIC OXIDE-BIOLOGY AND CHEMISTRY";"1089-8603";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"11169";"NJAS-WAGEN J LIFE SC";"NJAS-WAGENINGEN JOURNAL OF LIFE SCIENCES";"1573-5214";"Agriculture, Multidisciplinary";"Biologie Appliquée-Ecologie";"SCIE";"AH"
"11170";"NMR BIOMED";"NMR IN BIOMEDICINE";"0952-3480";"Biophysics";"Biologie Fondamentale";"SCIE";"DA"
"11171";"NMR BIOMED";"NMR IN BIOMEDICINE";"0952-3480";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"11172";"NMR BIOMED";"NMR IN BIOMEDICINE";"0952-3480";"Spectroscopy";"Physique";"SCIE";"XQ"
"11173";"NODEA-NONLINEAR DIFF";"NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS";"1021-9722";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11174";"NOISE CONTROL ENG J";"NOISE CONTROL ENGINEERING JOURNAL";"0736-2501";"Acoustics";"Physique";"SCIE";"AA"
"11175";"NOISE CONTROL ENG J";"NOISE CONTROL ENGINEERING JOURNAL";"0736-2501";"Engineering, Multidisciplinary";"Sciences pour l'Ingénieur";"SCIE";"IF"
"11176";"NOISE HEALTH";"NOISE & HEALTH";"1463-1741";"Audiology & Speech-Language Pathology";"Recherche Médicale";"SCIE";"CL"
"11177";"NOISE HEALTH";"NOISE & HEALTH";"1463-1741";"Public, Environmental & Occupational Health";"Recherche Médicale";"SCIE";"NE"
"11178";"NONDESTRUCT TEST EVA";"NONDESTRUCTIVE TESTING AND EVALUATION";"1058-9759";"Materials Science, Characterization & Testing";"Chimie";"SCIE";"QF"
"11179";"NONLINEAR ANAL-HYBRI";"NONLINEAR ANALYSIS-HYBRID SYSTEMS";"1751-570X";"Automation & Control Systems";"Sciences pour l'Ingénieur";"SCIE";"AC"
"11180";"NONLINEAR ANAL-HYBRI";"NONLINEAR ANALYSIS-HYBRID SYSTEMS";"1751-570X";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11181";"NONLINEAR ANAL-MODEL";"NONLINEAR ANALYSIS-MODELLING AND CONTROL";"1392-5113";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11182";"NONLINEAR ANAL-MODEL";"NONLINEAR ANALYSIS-MODELLING AND CONTROL";"1392-5113";"Mathematics, Interdisciplinary Applications";"Mathématiques";"SCIE";"PO"
"11183";"NONLINEAR ANAL-MODEL";"NONLINEAR ANALYSIS-MODELLING AND CONTROL";"1392-5113";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"11184";"NONLINEAR ANAL-REAL";"NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS";"1468-1218";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11185";"NONLINEAR ANAL-THEOR";"NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS";"0362-546X";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11186";"NONLINEAR ANAL-THEOR";"NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS";"0362-546X";"Mathematics";"Mathématiques";"SCIE";"PQ"
"11187";"NONLINEAR DYNAM";"NONLINEAR DYNAMICS";"0924-090X";"Engineering, Mechanical";"Sciences pour l'Ingénieur";"SCIE";"IU"
"11188";"NONLINEAR DYNAM";"NONLINEAR DYNAMICS";"0924-090X";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"11189";"NONLINEAR PROC GEOPH";"NONLINEAR PROCESSES IN GEOPHYSICS";"1023-5809";"Geosciences, Multidisciplinary";"Sciences de l'Univers";"SCIE";"LE"
"11190";"NONLINEAR PROC GEOPH";"NONLINEAR PROCESSES IN GEOPHYSICS";"1023-5809";"Mathematics, Interdisciplinary Applications";"Mathématiques";"SCIE";"PO"
"11191";"NONLINEAR PROC GEOPH";"NONLINEAR PROCESSES IN GEOPHYSICS";"1023-5809";"Meteorology & Atmospheric Sciences";"Sciences de l'Univers";"SCIE";"QQ"
"11192";"NONLINEAR PROC GEOPH";"NONLINEAR PROCESSES IN GEOPHYSICS";"1023-5809";"Physics, Fluids & Plasmas";"Physique";"SCIE";"UF"
"11193";"NONLINEARITY";"NONLINEARITY";"0951-7715";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11194";"NONLINEARITY";"NONLINEARITY";"0951-7715";"Physics, Mathematical";"Physique";"SCIE";"UR"
"11195";"NORD J BOT";"NORDIC JOURNAL OF BOTANY";"0107-055X";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"11196";"NORD J PSYCHIAT";"NORDIC JOURNAL OF PSYCHIATRY";"0803-9488";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"11197";"NORD PULP PAP RES J";"NORDIC PULP & PAPER RESEARCH JOURNAL";"0283-2631";"Materials Science, Paper & Wood";"Chimie";"SCIE";"PJ"
"11198";"NOROPSIKIYATRI ARS";"NOROPSIKIYATRI ARSIVI-ARCHIVES OF NEUROPSYCHIATRY";"1300-0667";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"11199";"NORTH-WEST J ZOOL";"NORTH-WESTERN JOURNAL OF ZOOLOGY";"1584-9074";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"11200";"NORTHEAST NAT";"NORTHEASTERN NATURALIST";"1092-6194";"Biodiversity Conservation";"Biologie Appliquée-Ecologie";"SCIE";"BD"
"11201";"NORTHEAST NAT";"NORTHEASTERN NATURALIST";"1092-6194";"Ecology";"Biologie Appliquée-Ecologie";"SCIE";"GU"
"11202";"NORTHWEST SCI";"NORTHWEST SCIENCE";"0029-344X";"Ecology";"Biologie Appliquée-Ecologie";"SCIE";"GU"
"11203";"NORW J GEOL";"NORWEGIAN JOURNAL OF GEOLOGY";"0029-196X";"Geosciences, Multidisciplinary";"Sciences de l'Univers";"SCIE";"LE"
"11204";"NOT BOT HORTI AGROBO";"NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA";"0255-965X";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"11205";"NOTA LEPIDOPTEROLOGI";"NOTA LEPIDOPTEROLOGICA";"0342-7536";"Entomology";"Biologie Appliquée-Ecologie";"SCIE";"IY"
"11206";"NOTARZT";"NOTARZT";"0177-2309";"Emergency Medicine";"Recherche Médicale";"SCIE";"FF"
"11207";"NOTES REC";"NOTES AND RECORDS-THE ROYAL SOCIETY JOURNAL OF THE HISTORY OF SCIENCE";"0035-9149";"History & Philosophy of Science";"Histoire-Archéologie";"SCIE";"MQ"
"11208";"NOTFALL RETTUNGSMED";"NOTFALL & RETTUNGSMEDIZIN";"1434-6222";"Emergency Medicine";"Recherche Médicale";"SCIE";"FF"
"11209";"NOTORNIS";"NOTORNIS";"0029-4470";"Ornithology";"Biologie Appliquée-Ecologie";"SCIE";"TA"
"11210";"NOTRE DAME J FORM L";"NOTRE DAME JOURNAL OF FORMAL LOGIC";"0029-4527";"Logic";"";"SCIE";"QL"
"11211";"NOTRE DAME J FORM L";"NOTRE DAME JOURNAL OF FORMAL LOGIC";"0029-4527";"Mathematics";"Mathématiques";"SCIE";"PQ"
"11212";"NOVA HEDWIGIA";"NOVA HEDWIGIA";"0029-5035";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"11213";"NOVON";"NOVON";"1055-3177";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"11214";"NPG ASIA MATER";"NPG ASIA MATERIALS";"1884-4049";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"11215";"NPJ BIOFILMS MICROBI";"NPJ BIOFILMS AND MICROBIOMES";"2055-5008";"Biotechnology & Applied Microbiology";"Biologie Fondamentale";"SCIE";"DB"
"11216";"NPJ BIOFILMS MICROBI";"NPJ BIOFILMS AND MICROBIOMES";"2055-5008";"Microbiology";"Biologie Fondamentale";"SCIE";"QU"
"11217";"NPJ COMPUT MATER";"NPJ COMPUTATIONAL MATERIALS";"2057-3960";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"11218";"NPJ COMPUT MATER";"NPJ COMPUTATIONAL MATERIALS";"2057-3960";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"11219";"NPJ GENOM MED";"NPJ GENOMIC MEDICINE";"2056-7944";"Genetics & Heredity";"Biologie Fondamentale";"SCIE";"KM"
"11220";"NPJ MICROGRAVITY";"NPJ MICROGRAVITY";"2373-8065";"Multidisciplinary Sciences";"Multidisciplinaire";"SCIE";"RO"
"11221";"NPJ PRIM CARE RESP M";"NPJ PRIMARY CARE RESPIRATORY MEDICINE";"2055-1010";"Primary Health Care";"Recherche Médicale";"SCIE";"ML"
"11222";"NPJ PRIM CARE RESP M";"NPJ PRIMARY CARE RESPIRATORY MEDICINE";"2055-1010";"Respiratory System";"Recherche Médicale";"SCIE";"WE"
"11223";"NPJ QUANTUM INFORM";"NPJ QUANTUM INFORMATION";"2056-6387";"Physics, Applied";"Physique";"SCIE";"UB"
"11224";"NPJ QUANTUM INFORM";"NPJ QUANTUM INFORMATION";"2056-6387";"Physics, Atomic, Molecular & Chemical";"Physique";"SCIE";"UH"
"11225";"NPJ QUANTUM INFORM";"NPJ QUANTUM INFORMATION";"2056-6387";"Physics, Condensed Matter";"Physique";"SCIE";"UK"
"11226";"NPJ QUANTUM INFORM";"NPJ QUANTUM INFORMATION";"2056-6387";"Quantum Science & Technology";"Physique";"SCIE";""
"11227";"NPJ VACCINES";"NPJ VACCINES";"2059-0105";"Immunology";"Recherche Médicale";"SCIE";"NI"
"11228";"NPJ VACCINES";"NPJ VACCINES";"2059-0105";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"11229";"NUCL DATA SHEETS";"NUCLEAR DATA SHEETS";"0090-3752";"Physics, Nuclear";"Physique";"SCIE";"UN"
"11230";"NUCL ENG DES";"NUCLEAR ENGINEERING AND DESIGN";"0029-5493";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11231";"NUCL ENG INT";"NUCLEAR ENGINEERING INTERNATIONAL";"0029-5507";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11232";"NUCL ENG TECHNOL";"NUCLEAR ENGINEERING AND TECHNOLOGY";"1738-5733";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11233";"NUCL FUSION";"NUCLEAR FUSION";"0029-5515";"Physics, Fluids & Plasmas";"Physique";"SCIE";"UF"
"11234";"NUCL INSTRUM METH A";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT";"0168-9002";"Instruments & Instrumentation";"Physique";"SCIE";"OA"
"11235";"NUCL INSTRUM METH A";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT";"0168-9002";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11236";"NUCL INSTRUM METH A";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT";"0168-9002";"Physics, Nuclear";"Physique";"SCIE";"UN"
"11237";"NUCL INSTRUM METH A";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT";"0168-9002";"Physics, Particles & Fields";"Physique";"SCIE";"UP"
"11238";"NUCL INSTRUM METH B";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS";"0168-583X";"Instruments & Instrumentation";"Physique";"SCIE";"OA"
"11239";"NUCL INSTRUM METH B";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS";"0168-583X";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11240";"NUCL INSTRUM METH B";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS";"0168-583X";"Physics, Atomic, Molecular & Chemical";"Physique";"SCIE";"UH"
"11241";"NUCL INSTRUM METH B";"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS";"0168-583X";"Physics, Nuclear";"Physique";"SCIE";"UN"
"11242";"NUCL MATER ENERGY";"NUCLEAR MATERIALS AND ENERGY";"****-****";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11243";"NUCL MED BIOL";"NUCLEAR MEDICINE AND BIOLOGY";"0969-8051";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"11244";"NUCL MED COMMUN";"NUCLEAR MEDICINE COMMUNICATIONS";"0143-3636";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"11245";"NUCL PHYS A";"NUCLEAR PHYSICS A";"0375-9474";"Physics, Nuclear";"Physique";"SCIE";"UN"
"11246";"NUCL PHYS B";"NUCLEAR PHYSICS B";"0550-3213";"Physics, Particles & Fields";"Physique";"SCIE";"UP"
"11247";"NUCL SCI ENG";"NUCLEAR SCIENCE AND ENGINEERING";"0029-5639";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11248";"NUCL SCI TECH";"NUCLEAR SCIENCE AND TECHNIQUES";"1001-8042";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11249";"NUCL SCI TECH";"NUCLEAR SCIENCE AND TECHNIQUES";"1001-8042";"Physics, Nuclear";"Physique";"SCIE";"UN"
"11250";"NUCL TECHNOL";"NUCLEAR TECHNOLOGY";"0029-5450";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11251";"NUCL TECHNOL RADIAT";"NUCLEAR TECHNOLOGY & RADIATION PROTECTION";"1451-3994";"Nuclear Science & Technology";"Sciences pour l'Ingénieur";"SCIE";"RY"
"11252";"NUCLEIC ACID THER";"NUCLEIC ACID THERAPEUTICS";"2159-3337";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"11253";"NUCLEIC ACID THER";"NUCLEIC ACID THERAPEUTICS";"2159-3337";"Chemistry, Medicinal";"Recherche Médicale";"SCIE";"DX"
"11254";"NUCLEIC ACID THER";"NUCLEIC ACID THERAPEUTICS";"2159-3337";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"11255";"NUCLEIC ACIDS RES";"NUCLEIC ACIDS RESEARCH";"0305-1048";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"11256";"NUCLEOS NUCLEOT NUCL";"NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS";"1525-7770";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"11257";"NUCLEUS-PHILA";"NUCLEUS";"1949-1034";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"11258";"NUKLEARMED-NUCL MED";"NUKLEARMEDIZIN-NUCLEAR MEDICINE";"0029-5566";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"11259";"NUKLEONIKA";"NUKLEONIKA";"0029-5922";"Chemistry, Inorganic & Nuclear";"Chimie";"SCIE";"EC"
"11260";"NUKLEONIKA";"NUKLEONIKA";"0029-5922";"Physics, Nuclear";"Physique";"SCIE";"UN"
"11261";"NUMER ALGORITHMS";"NUMERICAL ALGORITHMS";"1017-1398";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11262";"NUMER FUNC ANAL OPT";"NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION";"0163-0563";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"11263";"NUMER HEAT TR A-APPL";"NUMERICAL HEAT TRANSFER PART A-APPLICATIONS";"1040-7782";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"11264";"NUMER HEAT TR A-APPL";"NUMERICAL HEAT TRANSFER PART A-APPLICATIONS";"1040-7782";"Thermodynamics";"Sciences pour l'Ingénieur";"SCIE";"DT"
"11265";"NUMER HEAT TR B-FUND";"NUMERICAL HEAT TRANSFER PART B-FUNDAMENTALS";"1040-7790";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
