UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE;
 ;EAR AND HEARING;RELATIONSHIP BETWEEN AUDIO-VESTIBULAR FUNCTIONAL TESTS AND INNER EAR MRI IN MENIERE'S DISEASE;JOB, AGNES;" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;BRAIN;WAIT AND YOU SHALL SEE: SEXUAL DELAY DISCOUNTING IN HYPERSEXUAL PARKINSONS DISEASE;KRACK, PAUL;" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;FRONTIERS IN NEUROSCIENCE;EEG PHASE SYNCHRONIZATION IN PERSONS WITH DEPRESSION SUBJECTED TO TRANSCRANIAL MAGNETIC STIMULATION;"WOZNIAK-KWASNIEWSKA, AGATA; SZEKELY, DAVID; DAVID, OLIVIER";" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF PHYSIOLOGY-LONDON;SENSORY CODING IS IMPAIRED IN RAT ABSENCE EPILEPSY;"STUDER, FLORIAN; LAGHOUATI, EMEL; JARRE, GUILLAUME; DAVID, OLIVIER; POUYATOS, BENOIT; DEPAULIS, ANTOINE";" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;GENETICS IN MEDICINE;TRPV1 VARIANTS IMPAIR INTRACELLULAR CA2+ SIGNALING AND MAY CONFER SUSCEPTIBILITY TO MALIGNANT HYPERTHERMIA;FAURE, JULIEN;" INSERM U1216, F-38000 GRENOBLE, FRANCE.; ";
 ;EPILEPSY & BEHAVIOR;DISTINCTIVE EPILEPTOGENIC NETWORKS FOR PARIETAL OPERCULUM SEIZURES;DAVID, OLIVIER;" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;TRANSLATIONAL PSYCHIATRY;AFFECTIVE MODULATION OF THE ASSOCIATIVE-LIMBIC SUBTHALAMIC NUCLEUS: DEEP BRAIN STIMULATION IN OBSESSIVE-COMPULSIVE DISORDER;"POLOSAN, MIRCEA; DROUX, FABIEN; KIBLEUR, ASTRID; CHABARDES, STEPHAN; BOUGEROL, THIERRY; DAVID, OLIVIER";" INSERM, U1216, GRENOBLE INST NEUROSCI, F-38000 GRENOBLE, FRANCE.; ";
 ;AMERICAN JOURNAL OF HUMAN GENETICS;BI-ALLELIC MUTATIONS IN ARMC2 LEAD TO SEVERE ASTHENO-TERATOZOOSPERMIA DUE TO SPERM FLAGELLUM MALFORMATIONS IN HUMANS AND MICE;PERNET-GALLAY, KARIN;" INSERM 1216, GRENOBLE NEUROSCI INST, F-38000 GRENOBLE, FRANCE.; ";
 ;EUROPEAN JOURNAL OF HUMAN GENETICS;A NATIONAL FRENCH CONSENSUS ON GENE LISTS FOR THE DIAGNOSIS OF MYOPATHIES USING NEXT-GENERATION SEQUENCING;"RENDU, JOHN; FAURE, JULIEN";" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;NEUROLOGY;QUALITY OF LIFE PREDICTS OUTCOME OF DEEP BRAIN STIMULATION IN EARLY PARKINSON DISEASE;"KRACK, PAUL; FRAIX, VALERIE; KISTNER, ANDREA";" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;SCIENCE TRANSLATIONAL MEDICINE;AMPHIPHYSIN 2 MODULATION RESCUES MYOTUBULAR MYOPATHY AND PREVENTS FOCAL ADHESION DEFECTS IN MICE;NICOT, ANNE-SOPHIE;" INSERM, U1216, F-38706 GRENOBLE, FRANCE.; ";
 ;FRONTIERS IN NEUROSCIENCE;BRAINSTORM PIPELINE ANALYSIS OF RESTING-STATE DATA FROM THE OPEN MEG ARCHIVE;TADEL, FRANCOIS;" INSERM U1216, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF NEUROSURGERY;STRATEGIES TO REDUCE EXTERNAL VENTRICULAR DRAIN-RELATED INFECTIONS: A MULTICENTER RETROSPECTIVE STUDY;PAYEN, JEAN-FRANCOIS;" INSERM, U1216, GRENOBLE, FRANCE.;";
 ;BLOOD ADVANCES;TUMOR MICROENVIRONMENT AND CLONAL MONOCYTES FROM CHRONIC MYELOMONOCYTIC LEUKEMIA INDUCE A PROCOAGULANT CLIMATE;PERNET-GALLAY, KARIN;" INSERM, GRENOBLE INST NEUROSCI, U1216, PLATEFORME MICROSCOPIE ELECTRON, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY;WHICH PROTOCOL FOR MILRINONE TO TREAT CEREBRAL VASOSPASM ASSOCIATED WITH SUBARACHNOID HEMORRHAGE?;PAYEN, JEAN-FRANCOIS;" NATL INST HLTH & MED RES INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF NEUROIMAGING;MRI ASSESSMENT OF OXYGEN METABOLISM AND HEMODYNAMIC STATUS IN SYMPTOMATIC INTRACRANIAL ATHEROSCLEROTIC STENOSIS: A PILOT STUDY;"MONTIGON, OLIVIER; BARBIER, EMMANUEL L.;";" GRENOBLE INST NEUROSCI, INSERM, U1216, LA TRONCHE, FRANCE.; ";
 ;PARKINSONISM & RELATED DISORDERS;PROGRAMMING PARAMETERS OF SUBTHALAMIC DEEP BRAIN STIMULATORS IN PARKINSON'S DISEASE FROM A CONTROLLED TRIAL;FRAIX, VALERIE;" INSERM, U1216, F GRENOBLE, FRANCE.; ";
 ;JOURNAL OF NEUROTRAUMA;MODELING THE INFLUENCE OF AGE ON NEUROLOGICAL OUTCOME AND QUALITY OF LIFE ONE YEAR AFTER TRAUMATIC BRAIN INJURY: A PROSPECTIVE MULTI-CENTER COHORT STUDY;"BOUZAT, PIERRE; PAYEN, JEAN-FRANCOIS";" GRENOBLE ALPS UNIV, GRENOBLE NEUROSCI INST, INSERM 1216, GRENOBLE, FRANCE.; ";
 ;FRONTIERS IN NEUROSCIENCE;MAPPING CHEMICAL ELEMENTS AND IRON OXIDATION STATES IN THE SUBSTANTIA NIGRA OF 6-HYDROXYDOPAMINE LESIONED RATS USING CORRELATIVE IMMUNOHISTOCHEMISTRY WITH PROTON AND SYNCHROTRON MICRO-ANALYSIS;"CARCENAC, CAROLE; SAVASTA, MARC";" INSERM, U1216, PHYSIOPATHOL MOTIVAT, GRENOBLE, FRANCE.; ";
 ;ANAESTHESIA CRITICAL CARE & PAIN MEDICINE;DEXMEDETOMIDINE TO FACILITATE NON-INVASIVE VENTILATION AFTER BLUNT CHEST TRAUMA: A RANDOMISED, DOUBLE-BLIND, CROSSOVER, PLACEBO-CONTROLLED PILOT STUDY;"BOUZAT, PIERRE; PAYEN, JEAN-FRANCOIS";" INSERM, U1216, F-38000 GRENOBLE, FRANCE.; ";
 ;ANESTHESIA AND ANALGESIA;USING PUPILLARY PAIN INDEX TO ASSESS NOCICEPTION IN SEDATED CRITICALLY ILL PATIENTS;"BOUZAT, PIERRE; PAYEN, JEAN-FRANCOIS";" INSERM, U1216, F-38000 GRENOBLE, FRANCE.; ";
 ;EUROPEAN JOURNAL OF ANAESTHESIOLOGY;RENAL DYSFUNCTION DURING SEVOFLURANE SEDATION IN THE ICU A CASE REPORT;PAYEN, JEAN-FRANCOIS;" INSERM, U1216, GRENOBLE, FRANCE.; ";
 ;AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS;CLASSIFICATION OF ARTHROGRYPOSIS;DIETERICH, KLAUS;" UNIV GRENOBLE LA TRONCHE, GRENOBLE INST NEUROSCI, GRENOBLE, FRANCE.;";
 ;SCIENTIFIC DATA;INTEGRATED OPEN-SOURCE SOFTWARE FOR MULTISCALE ELECTROPHYSIOLOGY;TADEL, FRANCOIS;" GRENOBLE INST NEUROSCI, GRENOBLE, FRANCE.; ";
 ;EUROPEAN NEUROPSYCHOPHARMACOLOGY;MICROSTRUCTURAL CHANGES IN WHITE AND GREY MATTER RELATED TO APATHY, DEPRESSION AND ANXIETY IN DE NOVO PARKINSON'S DISEASE PATIENTS;"LHOMMEE, E.;; PELLISSIER, P.;; CASTRIOTO, A.;";" UNIV GRENOBLE, GRENOBLE INST NEUROSCI, GRENOBLE, FRANCE.; ";
GIPSA;;;;;
 ;JOURNAL OF HUMAN EVOLUTION;THE BABOON: A MODEL FOR THE STUDY OF LANGUAGE EVOLUTION;"BOE, LOUIS-JEAN; BERTHOMIER, FREDERIC";" CNRS, GIPSA LAB, GRENOBLE, FRANCE.;";
 ;SENSORS AND ACTUATORS A-PHYSICAL;MIXED STEPPING/SCANNING MODE CONTROL OF STICK-SLIP SEM-INTEGRATED NANO-ROBOTIC SYSTEMS;"OUBELLIL, R.;; VODA, A.;";" ENSE3, GIPSA LAB, CONTROL SYST DEPT, BAT B,BP 46,DOMAINE UNIV, F-38400 ST MARTIN DHERES, FRANCE.; ";
 ;2019 18TH EUROPEAN CONTROL CONFERENCE (ECC);AVERAGE OBSERVABILITY OF LARGE-SCALE NETWORK SYSTEMS;"NIAZI, MUHAMMAD UMAR B.;; CANUDAS-DE-WIT, CARLOS";" CNRS, GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;2019 18TH EUROPEAN CONTROL CONFERENCE (ECC);THE PRICE OF CONNECTEDNESS IN GRAPH PARTITIONING PROBLEMS;CANUDAS-DE-WIT, CARLOS;" CNRS, GIPSA LAB, GRENOBLE, FRANCE.;";
 ;2019 18TH EUROPEAN CONTROL CONFERENCE (ECC);A BOUNDARY OBSERVER FOR TWO PHASE HEAT EXCHANGERS;"GHOUSEIN, MOHAMMAD; WITRANT, EMMANUEL";" GIPSA LAB, CONTROL SYST DEPT, GRENOBLE, FRANCE.;";
 ;PROCEEDINGS OF THE 27TH ACM INTERNATIONAL CONFERENCE ON MULTIMEDIA (MM'19);AUDIO-VISUAL VARIATIONAL FUSION FOR MULTI-PERSON TRACKING WITH ROBOTS;GIRIN, LAURENT;" GIPSA LAB, ST MARTIN DHERES, FRANCE.;";
 ;2019 10TH WORKSHOP ON HYPERSPECTRAL IMAGING AND SIGNAL PROCESSING -EVOLUTION IN REMOTE SENSING (WHISPERS);A FULLY BAYESIAN APPROACH FOR INFERRING PHYSICAL PROPERTIES WITH CREDIBILITY INTERVALS FROM NOISY ASTRONOMICAL DATA;CHANUSSOT, JOCELYN;" GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;2019 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS (SMC);A JULIA PACKAGE FOR MANIPULATING BRAIN-COMPUTER INTERFACE DATA IN THE MANIFOLD OF POSITIVE DEFINITE MATRICES;"JAIN, S.;";" GIPSA LAB, GRENOBLE, FRANCE.;";
 ;ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 32 (NIPS 2019);REVISITING THE BETHE-HESSIAN: IMPROVED COMMUNITY DETECTION IN SPARSE HETEROGENEOUS GRAPHS;"DALL'AMICO, LORENZO; COUILLET, ROMAIN; TREMBLAY, NICOLAS";" UGA, GRENOBLE INP, CNRS, GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;MATHEMATICAL MORPHOLOGY AND ITS APPLICATIONS TO SIGNAL AND IMAGE PROCESSING, ISMM 2019;CONSTRUCTING A BRAID OF PARTITIONS FROM HIERARCHIES OF PARTITIONS;"DALLA MURA, MAURO; CHANUSSOT, JOCELYN";" GRENOBLE INST TECHNOL, GIPSA LAB, ST MARTIN DHERES, FRANCE.; ";
 ;2019 IEEE 58TH CONFERENCE ON DECISION AND CONTROL (CDC);STRUCTURE-BASED CLUSTERING ALGORITHM FOR MODEL REDUCTION OF LARGE-SCALE NETWORK SYSTEMS;"NIAZI, MUHAMMAD UMAR B.;; CANUDAS-DE-WIT, CARLOS";" CNRS, GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;PLOS ONE;COMPUTER SIMULATIONS OF COUPLED IDIOSYNCRASIES IN SPEECH PERCEPTION AND SPEECH PRODUCTION WITH COSMO, A PERCEPTUO-MOTOR BAYESIAN MODEL OF SPEECH COMMUNICATION;"BARNAUD, MARIE-LOU; SCHWARTZ, JEAN-LUC";" CNRS, GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;SIGNAL PROCESSING;A SECOND-ORDER STATISTICS METHOD FOR BLIND SOURCE SEPARATION IN POST-NONLINEAR MIXTURES;JUTTEN, CHRISTIAN;" CNRS, GIPSA LAB, GRENOBLE INP, GRENOBLE, FRANCE.; ";
 ;FRONTIERS IN PSYCHIATRY;CLINICAL AND EXPERIMENTAL FACTORS INFLUENCING THE EFFICACY OF NEUROFEEDBACK IN ADHD: A META-ANALYSIS;CONGEDO, MARCO;" UNIV GRENOBLE APES, GRENOBLE INP, GIPSA LAB, CNRS, GRENOBLE, FRANCE.;";
 ;EXPERT SYSTEMS WITH APPLICATIONS;ASSESSING THE PERFORMANCES OF DIFFERENT NEURAL NETWORK ARCHITECTURES FOR THE DETECTION OF SCREAMS AND SHOUTS IN PUBLIC TRANSPORTATION;GIRIN, LAURENT;" GIPSA LAB, GRENOBLE INP, GRENOBLE, FRANCE.;";
 ;APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS;TIME FREQUENCY ANALYSIS OF BIVARIATE SIGNALS;LE BIHAN, NICOLAS;" CNRS, GIPSA LAB, 11 RUE MATH,DOMAINE UNIV,BP 46, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;REMOTE SENSING;INTEGRATION OF CORNER REFLECTORS FOR THE MONITORING OF MOUNTAIN GLACIER AREAS WITH SENTINEL-1 TIME SERIES;GAY, MICHEL;" CNRS, GRENOBLE INP, GIPSA LAB, F-38000 GRENOBLE, FRANCE.;";
 ;IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY;DISTRIBUTED OPTIMAL TRAFFIC LIGHTS DESIGN FOR LARGE-SCALE URBAN NETWORKS;CANUDAS-DE-WIT, CARLOS;" CNRS, GIPSA LAB, F-38000 GRENOBLE, FRANCE.;";
 ;IEEE TRANSACTIONS ON ENERGY CONVERSION;DIAGNOSIS FOR PEMFC BASED ON MAGNETIC MEASUREMENTS AND DATA-DRIVEN APPROACH;CADET, CATHERINE;" JOSEPH FOURIER UNIV, GIPSA LAB, CNRS, UMR 5216, F-38041 GRENOBLE, FRANCE.;";
 ;JOURNAL OF VISION;SPATIAL STATISTICS FOR GAZE PATTERNS IN SCENE VIEWING: EFFECTS OF REPEATED VIEWING;BARTHELME, SIMON;" GRENOBLE INST NATL POLYTECH, CNRS, GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;SURGICAL AND RADIOLOGIC ANATOMY;FEEDBACK ON THE USEFULNESS OF AN ILLUSTRATED GUIDEBOOK IN AN ANATOMICAL DISSECTION COURSE;"CHAFFANJON, P.;";" GIPSA LAB, DEPT PAROLE & COGNIT, UMR 5216, GRENOBLE CAMPUS,11 RUE MATH,BP46, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;SURGICAL AND RADIOLOGIC ANATOMY;DEVELOPMENT OF CADAVER PERFUSION MODELS FOR SURGICAL TRAINING: AN EXPERIMENTAL STUDY;"CHAFFANJON, P.;";" GIPSA LAB, DEPT PAROLE & COGNIT, UMR 5216, GRENOBLE CAMPUS,11 RUE MATH,BP46, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING;LARGE-SCALE NETWORK REDUCTION TOWARDS SCALE-FREE STRUCTURE;CANUDAS-DE-WIT, CARLOS;" CNRS, GIPSA LAB, F-38400 ST MARTIN DHERES, FRANCE.;";
 ;PATTERN RECOGNITION;BRAIDS OF PARTITIONS FOR THE HIERARCHICAL REPRESENTATION AND SEGMENTATION OF MULTIMODAL IMAGES;"MURA, MAURO DALLA; VEGANZONES, MIGUEL ANGEL; CHANUSSOT, JOCELYN";" GIPSA LAB, 11 RUE MATH, F-38400 ST MARTIN DHERES, FRANCE.; ";
 ;EUROPEAN SPINE JOURNAL;ALPHA-PHASE SYNCHRONY EEG TRAINING FOR MULTI-RESISTANT CHRONIC LOW BACK PAIN PATIENTS: AN OPEN-LABEL PILOT STUDY;CONGEDO, MARCO;" GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;IEEE TRANSACTIONS ON SMART GRID;MONITORING OF THREE-PHASE SIGNALS BASED ON SINGULAR-VALUE DECOMPOSITION;GRANJON, PIERRE;" GRENOBLE INP, GIPSA LAB, CNRS, UMR 5216, F-38402 ST MARTIN DHERES, FRANCE.; ";
 ;JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA;DYNAMIC IMAGING OF A CAPILLARY-GRAVITY WAVE IN SHALLOW WATER USING AMPLITUDE VARIATIONS OF EIGENBEAMS;MARS, JEROME IGOR;" GIPSA LAB, 11 RUE MATH,GRENOBLE CAMPUS BP46, F-38402 ST MARTIN DHERES, FRANCE.; ";
 ;ASTERISQUE;NODES, MOVEMENTS OF REIDEMEISTER AND ALGORITHMS [AFTER LACKENBY];DE MESMAY, ARNAUD;" CNRS, GIPSA LAB, 11 RUE MATH,GRENOBLE CAMPUS,BP 46, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;PERCEPTION;AMPLITUDE OF SACCADES IS MODULATED BY THE NATURE OF VISUAL STIMULI AND SACCADE ACCURACY IN SACCADIC CHOICE TASKS;"KAUFFMANN, LOUISE; PEYRIN, CAROLE; CHAUVIN, ALAN";" GIPSA LAB, DEPT PSYCHOL, LAB PSYCHOL & NEUROCOGNIT, ST MARTIN DHERES, FRANCE.; ";
 ;PERCEPTION;AMPLITUDE OF SACCADES IS MODULATED BY THE NATURE OF VISUAL STIMULI AND SACCADE ACCURACY IN SACCADIC CHOICE TASKS;"ENTZMANN, LEA; GUYADER, NATHALIE";" GIPSA LAB, IMAGE SIGNAL, ST MARTIN DHERES, FRANCE.;";
 ;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;SPECT MYOCARDIAL PERFUSION IMAGING REVEALS INCREASED MYOCARDIAL PERFUSION ENTROPY IN A RODENT MODEL OF TYPE 2 DIABETES PRONE TO CORONARY MICROVASCULAR DYSFUNCTION;"MIRANDA, J.;; DESVIGNES, M.;";" CNRS, UMR 5216, GIPSA LAB, GRENOBLE, FRANCE.;";
 ;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;PROSPECTIVE DIAGNOSTIC PERFORMANCE OF SEMI-CONDUCTOR SPECT MYOCARDIAL PERFUSION IMAGING: WALL THICKENING ANALYSIS OVERCOMES THE LACK OF PRONE ACQUISITION;"DESVIGNES, M.;";" CNRS, UMR 5216, GIPSA LAB, GRENOBLE, FRANCE.;";
 ;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;PROGNOSTIC VALUE OF MYOCARDIAL PERFUSION ENTROPY QUANTIFIED FROM SPECT MYOCARDIAL PERFUSION IMAGES;"SEILLER, A.;; MIRANDA, J.;; DESVIGNES, M.;";" CNRS, UMR 5216, GIPSA LAB, GRENOBLE, FRANCE.; ";
 ;IEEE SIGNAL PROCESSING LETTERS;INTRINSIC CRAMER-RAO BOUNDS FOR SCATTER AND SHAPE MATRICES ESTIMATION IN CES DISTRIBUTIONS;BOUCHARD, FLORENT;" GRENOBLE INP, GISPA LAB UMR5216, F-38031 GRENOBLE, FRANCE.;";
GSCOP;;;;;
 ;ENERGIES;ADVANCING BUILDING FAULT DIAGNOSIS USING THE CONCEPT OF CONTEXTUAL AND HETEROGENEOUS TEST;"SINGH, MAHENDRA; NGUYEN TRUNG KIEN; NAJEH, HOUDA; PLOIX, STEPHANE";" LAB G SCOP, UMR 5272, 46 AVE FELIX VIALLET, F-38031 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF SENSORS;ESTIMATING OCCUPANCY FROM MEASUREMENTS AND KNOWLEDGE USING THE BAYESIAN NETWORK FOR ENERGY MANAGEMENT;"AMAYRI, MANAR; PLOIX, STEPHANE";" GRENOBLE INST TECHNOL, G SCOP LAB, 1,46 AVE FELIX VIALLET, F-38031 GRENOBLE, FRANCE.; ";
 ;IEEE ACCESS;ESTIMATING OCCUPANCY USING INTERACTIVE LEARNING WITH A SENSOR ENVIRONMENT REAL-TIME EXPERIMENTS;"AMAYRI, MANAR; PLOIX, STEPHANE";" GRENOBLE INST TECHNOL, G SCOP LAB, F-38031 GRENOBLE, FRANCE.; ";
 ;DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE;EXACT VALUES FOR THREE DOMINATION-LIKE PROBLEMS IN CIRCULAR AND INFINITE GRID GRAPHS OF SMALL HEIGHT;"PREISSMANN, M.;";" CNRS, G SCOP, GRENOBLE, FRANCE.;";
 ;2019 IEEE 28TH INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE);FINITE TWO-DIMENSIONAL BETA MIXTURE MODELS: MODEL SELECTION AND APPLICATIONS;AMAYRI, MANAR;" GRENOBLE INST TECHNOL, G SCOP LAB, GRENOBLE, FRANCE.;";
 ;2019 6TH INTERNATIONAL CONFERENCE ON CONTROL, DECISION AND INFORMATION TECHNOLOGIES (CODIT 2019);AN IMPROVED K-MEDOIDS ALGORITHM BASED ON BINARY SEQUENCES SIMILARITY MEASURES;AMAYRI, MANAR;" GRENOBLE INST TECHNOL, G SCOP LAB, GRENOBLE, FRANCE.;";
 ;2019 IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE (IEEE SSCI 2019);A STATISTICAL PROCESS CONTROL CHART APPROACH FOR OCCUPANCY ESTIMATION IN SMART BUILDINGS;"AMAYRI, MANAR; PLOIX, STEPHANE";" GRENOBLE INST TECHNOL, G SCOP LAB, GRENOBLE, FRANCE.; ";
 ;SYSTEMS, SOFTWARE AND SERVICES PROCESS IMPROVEMENT (EUROSPI 2019);STARTUP ENGAGEMENT AS PART OF THE TECHNOLOGY STRATEGY PLANNING - HOW RHEINMETALL AUTOMOTIVE INCREASES INNOVATION BY USING CORPORATE VENTURING;RIEL, ANDREAS;" GRENOBLE ALPS UNIV, G SCOP LAB, 46 AVE FELIX VIALLET, F-38031 GRENOBLE, FRANCE.;";
 ;SYSTEMS, SOFTWARE AND SERVICES PROCESS IMPROVEMENT (EUROSPI 2019);A NEW APPROACH TO ANALYSING AND VISUALIZING THE MANAGEMENT OF CORPORATE INNOVATION PROJECTS;"GEBHARDT, KAROLIN; RIEL, ANDREAS";" GRENOBLE ALPS UNIV, G SCOP LAB, 46 AVE FELIX VIALLET, F-38031 GRENOBLE, FRANCE.; ";
 ;ALGORITHMICA;POLYNOMIAL CASES FOR THE VERTEX COLORING PROBLEM;MAFFRAY, FREDERIC;" UNIV GRENOBLE, CNRS, LAB G SCOP, GRENOBLE, FRANCE.; ";
 ;ALGORITHMICA;POLYNOMIAL CASES FOR THE VERTEX COLORING PROBLEM;PASTOR, LUCAS;" UNIV GRENOBLE, LAB G SCOP, GRENOBLE, FRANCE.;";
 ;INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS;INDUSTRY 4.0 TECHNOLOGIES: IMPLEMENTATION PATTERNS IN MANUFACTURING COMPANIES;DALENOGARE, LUCAS SANTOS;" GRENOBLE INST TECHNOL GRENOBLE INP, G SCOP LAB, GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;SAMPLE AVERAGE APPROXIMATION FOR MULTI-VEHICLE COLLECTION-DISASSEMBLY PROBLEM UNDER UNCERTAINTY;CUNG, VAN-DAT;" G SCOP, CNRS, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF COMBINATORIAL THEORY SERIES B;A PROOF OF THE ERDOS-SANDS-SAUER-WOODROW CONJECTURE;BOUSQUET, NICOLAS;" LAB G SCOP, 46 AVE FELIX VIALLET, F-38031 GRENOBLE 1, FRANCE.; ";
HP2;;;;;
 ;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;NEW STEPS IN INFLIXIMAB THERAPEUTIC DRUG MONITORING IN PATIENTS WITH INFLAMMATORY BOWEL DISEASES;"BAILLY, SEBASTIEN; GAUTIER-VEYRET, ELODIE; STANKE-LABESQUE, FRANCOISE";" INSERM, U1042, HP2, GRENOBLE, FRANCE.; ";
 ;FRONTIERS IN ENDOCRINOLOGY;ROLE OF MITOCHONDRIA IN THE MECHANISM(S) OF ACTION OF METFORMIN;VIAL, GUILLAUME;" INSERM U1042, FAC MED & PHARM, LAB HYPOXIE PHYSIOPATHOL CARDIOVASC & RESP HP2, LA TRONCHE, FRANCE.; ";
 ;PLOS ONE;PAIN DURING EXACERBATION OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE: A PROSPECTIVE COHORT STUDY;"MAIGNAN, MAXIME; ROUSTIT, MATTHIEU; PEPIN, JEAN-LOUIS; VIGLINO, DAMIEN";" UNIV GRENOBLE ALPS, INSERM U1042, HP2 LAB, GRENOBLE, FRANCE.; ";
 ;GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY;MONITORING OF VISUAL FIELD OVER 6MONTHS AFTER ACTIVE OCULAR TOXOPLASMOSIS;"APTEL, F.;; CHIQUET, CHRISTOPHE";" INSERM, U1042, LAB HYPOXIA & PHYSIOPATHOL HP2, GRENOBLE, FRANCE.; ";
 ;FORENSIC TOXICOLOGY;NORCARFENTANIL: CARFENTANIL MISUSE OR REMIFENTANIL TREATMENT?;STANKE-LABESQUE, FRANCOISE;" INSERM U1042, HP2, F-38041 GRENOBLE, FRANCE.;";
 ;PLOS MEDICINE;INTRANASAL SUFENTANIL VERSUS INTRAVENOUS MORPHINE FOR ACUTE SEVERE TRAUMA PAIN: A DOUBLE-BLIND RANDOMIZED NON-INFERIORITY STUDY;"MAIGNAN, MAXIME; VIGLINO, DAMIEN";" UNIV GRENOBLE ALOES, HP2 LAB, INSERM U1042, GRENOBLE, FRANCE.; ";
 ;SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE;ACCURACY OF LOW-WEIGHT VERSUS STANDARD SYRINGE INFUSION PUMP DEVICES DEPENDING ON ALTITUDE;"MAIGNAN, MAXIME; VIGLINO, DAMIEN";" GRENOBLE ALPS UNIV, INSERM, HP2 LAB, U1042, GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL WOUND JOURNAL;LEG ULCER INDUCED BY HYDROXYCARBAMIDE IN SICKLE CELL DISEASE: WHAT IS THE THERAPEUTIC IMPACT?;BLAISE, SOPHIE;" INSERM, UMR 1042 HP2, GRENOBLE, FRANCE.; ";
 ;ANALYTICA CHIMICA ACTA;A MULTIPLEX LIQUID CHROMATOGRAPHY TANDEM MASS SPECTROMETRY METHOD FOR THE QUANTIFICATION OF SEVEN THERAPEUTIC MONOCLONAL ANTIBODIES: APPLICATION FOR ADALIMUMAB THERAPEUTIC DRUG MONITORING IN PATIENTS WITH CROHN'S DISEASE;"GAUTIER-VEYRET, ELODIE; STANKE-LABESQUE, FRANCOISE";" INSERM U1042, HP2, F-38041 GRENOBLE, FRANCE.;";
 ;INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY;VOXEL-WISE ASSESSMENT OF LUNG AERATION CHANGES ON CT IMAGES USING IMAGE REGISTRATION: APPLICATION TO ACUTE RESPIRATORY DISTRESS SYNDROME (ARDS);GUERIN, CLAUDE;" INSERM, HP2 U1042, GRENOBLE, FRANCE.; ";
 ;RESPIROLOGY;TECHNOLOGICAL ADVANCES IN HOME NON-INVASIVE VENTILATION MONITORING: RELIABILITY OF DATA AND EFFECT ON PATIENT OUTCOMES;BOREL, JEAN-CHRISTIAN;" UNIV JOSEPH FOURIER, FAC MED, INSERM, U1042,HP2 LAB, GRENOBLE, FRANCE.; ";
