UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE
;JOURNAL OF STRUCTURAL CHEMISTRY;DFT AND TDDFT STUDY OF 4-((FURAN-2-YLMETHYL)SULFONYL)-SUBSTITUTED ZINC(II) PHTHALOCYANINE: IMPORTANCE OF GRIMME DISPERSION WITH A BECKE-JOHNSON DAMPING CORRECTION AND THE SUBSTITUENT EFFECT;"KHAZRI, M.;; MILET, A.;";" UNIV JOSEPH FOURIER, CNRS, DEPT CHIM MOL, UMR 5250, GRENOBLE, FRANCE.; "
;ANALYTICAL CHEMISTRY;LITHIUM/SULFUR CELL DISCHARGE MECHANISM: AN ORIGINAL APPROACH FOR INTERMEDIATE SPECIES IDENTIFICATION (VOL 84, PG 3973, 2012);"MOLTON, FLORIAN; DUBOC, CAROLE";" UNIV JOSEPH FOURIER, CNRS, UMR 5250, DEPT CHIM MOL, 301 RUE CHIM,BP53, F-38041 GRENOBLE 9, FRANCE.;"
DPM;;;;
;CLINICAL CHEMISTRY AND LABORATORY MEDICINE;INFLUENCE OF DELAYED SEPARATION OF PLASMA FROM WHOLE BLOOD AND CENTRIFUGATION PROTOCOL ON ZN PLASMA CONCENTRATION;RAVELET, CORINNE;" CNRS, DPM UMR 5063, GRENOBLE, FRANCE.;"
EDYTEM;;;;
;ANTHROPOCENE;IMPACTS OF LAND-COVER CHANGES ON SNOW AVALANCHE ACTIVITY IN THE FRENCH ALPS;PEIRY, JEAN-LUC;" CNRS, EDYTEM, F-73000 CHAMBERY, FRANCE.; "
G2ELAB;;;;
;IEEE TRANSACTIONS ON POWER ELECTRONICS;HANDLING DIFFERENTIAL MODE CONDUCTED EMC IN MODULAR CONVERTERS;LEMBEYE, YVES;" G2ELAB, DEPT POWER ELECT, F-38000 GRENOBLE, FRANCE.;"
;IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS;ONLINE PARAMETER ESTIMATION FOR SUPERCAPACITOR STATE-OF-ENERGY AND STATE-OF-HEALTH DETERMINATION IN VEHICULAR APPLICATIONS;SCHANEN, JEAN-LUC;" GRENOBLE ELECT ENGN LAB G2ELAB, F-38031 GRENOBLE, FRANCE.;"
;IEEE TRANSACTIONS ON SMART GRID;A NOVEL EXTENDED IMPEDANCE-POWER DROOP FOR ACCURATE ACTIVE AND REACTIVE POWER SHARING IN A MULTI-BUS MICROGRID WITH COMPLEX IMPEDANCES;"RAZI, REZA; BACHA, SEDDIK";" UNIV GRENOBLE, GRENOBLE INP, G2ELAB, CNRS, F-38031 GRENOBLE, FRANCE.;"
;IEEE TRANSACTIONS ON POWER ELECTRONICS;OPTIMIZED DESIGN OF MULTI-MHZ FREQUENCY ISOLATED AUXILIARY POWER SUPPLY FOR GATE DRIVERS IN MEDIUM-VOLTAGE CONVERTERS;LEFRANC, PIERRE;" UNIV GRENOBLE, INST ENGN, G2ELAB, INP GRENOBLE,CNRS, F-38000 GRENOBLE, FRANCE.; "
;JOURNAL OF ENERGY STORAGE;FEASIBILITY OF A STANDALONE PHOTOVOLTAIC/BATTERY SYSTEM WITH HYDROGEN PRODUCTION;BACHA, SEDDIK;" UGA G2ELAB LAB, F-38000 GRENOBLE, FRANCE.;"
;JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER;MEASUREMENT AND ANALYSIS OF BLUE SHIFT ON THE HELIUM 492.2 NM LINE IN A LIQUID CORONA DISCHARGE;"BONIFACI, N.;";" CNRS, G2ELAB, 25 RUE MARTYRS, F-38042 GRENOBLE, FRANCE.; "
GAEL;;;;
GIN;;;;
;PSYCHOTHERAPY AND PSYCHOSOMATICS;NEUROIMAGING EVIDENCE FOR INCREASED NEURITE DENSITY IN PATIENTS TAKING LITHIUM: A REPLICATION STUDY;POLOSAN, MIRCEA;" INSERM, U836, GRENOBLE INST NEUROSCI, LA TRONCHE, FRANCE.; "
;INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS;SYNCHROTRON X -RAY BOOST DELIVERED BY MICROBEAM RADIATION THERAPY AFTER CONVENTIONAL X -RAY THERAPY FRACTIONATED IN TIME IMPROVES F98 GLIOMA CONTROL;"ROME, CLAIRE; COLLOMB, NORA";" INSERM, TEAM FUNCT NEUROIMAGING & BRAIN PERFUS, GRENOBLE, FRANCE.; "
;JOURNAL OF STRUCTURAL BIOLOGY;CRYO-FIB-SEM AS A PROMISING TOOL FOR LOCALIZING PROTEINS IN 3D;"BENOIT, LUCAS; PERNET-GALLAY, KARIN";" GRENOBLE INST NEUROSCI, GIN, GRENOBLE, FRANCE.; "
;NPJ PARKINSONS DISEASE;COVID-19 AND POSSIBLE LINKS WITH PARKINSON'S DISEASE AND PARKINSONISM: FROM BENCH TO BEDSIDE;MORO, ELENA;" UGA, CEA, INSERM, GRENOBLE INST NEUROSCI GIN,U1216, GRENOBLE, FRANCE.; "
;NEAR SURFACE GEOPHYSICS;MATRIX-FREE CROSSHOLE ELLIPTICAL-ANISOTROPY TOMOGRAPHY: PARAMETRIZATION ANALYSIS AND GROUND-PENETRATING RADAR APPLICATIONS IN CARBONATES;LE BOUTEILLER, PHILIPPE;" HYMAGIN, PEI BATIMENT GALILEE,1270 RUE PISCINE, F-38400 ST MARTIN DHERES, FRANCE.; "
;SEIZURE-EUROPEAN JOURNAL OF EPILEPSY;EUROPEAN EXPERT OPINION ON ANT-DBS THERAPY FOR PATIENTS WITH DRUG-RESISTANT EPILEPSY (A DELPHI CONSENSUS);CHABARDES, STEPHAN;" GIN INSERM U1216 CEA UGA, GRENOBLE INST NEUROSCI, GRENOBLE, FRANCE.; "
;ANNALS OF ONCOLOGY;MAINTENANCE OLAPARIB PLUS BEVACIZUMAB (BEV) IN PATIENTS (PTS) WITH NEWLY DIAGNOSED ADVANCED HIGH-GRADE OVARIAN CARCINOMA (HGOC): FINAL ANALYSIS OF SECOND PROGRESSION-FREE SURVIVAL (PFS2) IN THE PHASE III PAOLA-1/ENGOT-OV25 TRIAL;"COSTAN, C.;";" GINECO, GRENOBLE, FRANCE.; "
;TRANSLATIONAL STROKE RESEARCH;AUTOLOGOUS MESENCHYMAL STEM CELLS IMPROVE MOTOR RECOVERY IN SUBACUTE ISCHEMIC STROKE: A RANDOMIZED CLINICAL TRIAL;"GRAND, SYLVIE; DETANTE, OLIVIER";" U1216, INSERM, GRENOBLE, FRANCE.; "
;JOURNAL OF STRUCTURAL BIOLOGY;CRYO-FIB-SEM AS A PROMISING TOOL FOR LOCALIZING PROTEINS IN 3D;"BENOIT, LUCAS; PERNET-GALLAY, KARIN";" INST NATL SANTE & RECH MED U1216, GRENOBLE, FRANCE.; "
;OPERATIVE NEUROSURGERY;FRAMELESS ROSA (R) ROBOT-ASSISTED LEAD IMPLANTATION FOR DEEP BRAIN STIMULATION: TECHNIQUE AND ACCURACY;CHABARDES, STEPHAN;" INSERM, U1216, GRENOBLE, FRANCE.; "
;NATURE COMMUNICATIONS;A UNIFIED CONNECTOMIC TARGET FOR DEEP BRAIN STIMULATION IN OBSESSIVE-COMPULSIVE DISORDER;POLOSAN, MIRCEA;" GRENOBLE INST NEUROSCI, INSERM, U1216, F-38000 GRENOBLE, FRANCE.; "
;CIRCULATION RESEARCH;DEPLETION OF VASOHIBIN 1 SPEEDS CONTRACTION AND RELAXATION IN FAILING HUMAN CARDIOMYOCYTES;MOUTIN, MARIE-JO;" INSERM, U1216, F-38000 GRENOBLE, FRANCE.;"
;SCIENTIFIC REPORTS;TRISK 95 AS A NOVEL SKIN MIRROR FOR NORMAL AND DIABETIC SYSTEMIC GLUCOSE LEVEL;MARTY, ISABELLE;" UNIV GRENOBLE, GRENOBLE INST NEUROSCI, INSERM U1216, LA TRONCHE, FRANCE.; "
;HUMAN BRAIN MAPPING;WHAT WE LEARN ABOUT BIPOLAR DISORDER FROM LARGE-SCALE NEUROIMAGING: FINDINGS AND FUTURE DIRECTIONS FROM THEENIGMABIPOLAR DISORDER WORKING GROUP;POLOSAN, MIRCEA;" INSERM, U1216, GRENOBLE INST NEUROSCI, LA TRONCHE, FRANCE.; "
;ANNALS OF NEUROLOGY;MAPPING THE INSULA WITH STEREO-ELECTROENCEPHALOGRAPHY: THE EMERGENCE OF SEMIOLOGY IN INSULA LOBE SEIZURES;"TADEL, FRANCOIS; CHABARDES, STEPHAN; MINOTTI, LORELLA; DAVID, OLIVIER; KAHANE, PHILIPPE";" UNIV GRENOBLE, GRENOBLE NEUROSCI INST, INSERM, U1216, GRENOBLE, FRANCE.; "
;NEUROCRITICAL CARE;HYPERTONIC SODIUM LACTATE TO ALLEVIATE FUNCTIONAL DEFICITS FOLLOWING DIFFUSE TRAUMATIC BRAIN INJURY: AN OSMOTIC OR A LACTATE-RELATED EFFECT?;"LEMASSON, BENJAMIN; BARBIER, EMMANUEL L.;";" UNIV GRENOBLE, GRENOBLE INST NEUROSCI, INSERM, U1216, GRENOBLE, FRANCE.;"
;BRAIN STIMULATION;COHERENCE BETWEEN THE HIPPOCAMPUS AND ANTERIOR THALAMIC NUCLEUS AS A TOOL TO IMPROVE THE EFFECT OF NEUROSTIMULATION IN TEMPORAL LOBE EPILEPSY: AN EXPERIMENTAL STUDY;"SHERDIL, ARIANA; CHABARDES, STEPHAN; DAVID, OLIVIER; PIALLAT, BRIGITTE";" INSERM, U1216, F-38000 GRENOBLE, FRANCE.; "
;ATHEROSCLEROSIS;PCSK9 POST-TRANSCRIPTIONAL REGULATION: ROLE OF A 3 ' UTR MICRORNA-BINDING SITE VARIANT IN LINKAGE DISEQUILIBRIUM WITH C.1420G;DECOURT, CHARLOTTE;" INSERM U1216, GRENOBLE INST NEUROSCI, SITE SANTE LA TRONCHE, F-38700 LA TRONCHE, FRANCE.;"
;AMERICAN JOURNAL OF HUMAN GENETICS;PATHOGENIC VARIANTS IN THE MYOSIN CHAPERONE UNC-45B CAUSE PROGRESSIVE MYOPATHY WITH ECCENTRIC CORES;"RENDU, JOHN; FAURE, JULIEN";" UGA, GRENOBLE INST NEUROSCI, INSERM U1216, F-38000 GRENOBLE, FRANCE.; "
;MOVEMENT DISORDERS;REPLY TO: LETTER TO THE EDITOR BY MARTINEZ-FERNANDEZ;"VACHEZ, YVAN; CARCENAC, CAROLE; MAGNARD, ROBIN; SAVASTA, MARC; CARNICELLA, SEBASTIEN; BOULET, SABRINA";" INSERM, U1216, GRENOBLE, FRANCE.; "
;TRANSLATIONAL STROKE RESEARCH;AUTOLOGOUS MESENCHYMAL STEM CELLS IMPROVE MOTOR RECOVERY IN SUBACUTE ISCHEMIC STROKE: A RANDOMIZED CLINICAL TRIAL;"GRAND, SYLVIE; DETANTE, OLIVIER";" UGA, GRENOBLE INST NEUROSCI, GRENOBLE, FRANCE.;"
;ELIFE;REGULATION OF NERVE GROWTH AND PATTERNING BY CELL SURFACE PROTEIN DISULPHIDE ISOMERASE;SOUSA, CATIA;" GRENOBLE INST NEUROSCI, LA TRONCHE, FRANCE.; "
;PLOS BIOLOGY;DECODING THE NEURAL DYNAMICS OF FREE CHOICE IN HUMANS;"BASTIN, JULIEN; KAHANE, PHILIPPE";" GRENOBLE INST NEUROSCI, GRENOBLE, FRANCE.; "
GIPSA;;;;
;ADVANCES IN MATHEMATICS;TOPOLOGY OF TENSOR RANKS;COMON, PIERRE;" CNRS, GIPSA LAB, F-38402 ST MARTIN DHERES, FRANCE.; "
;REMOTE SENSING;GRAPH-BASED DATA FUSION APPLIED TO: CHANGE DETECTION AND BIOMASS ESTIMATION IN RICE CROPS;CHANUSSOT, JOCELYN;" GRENOBLE INST TECHNOL, GRENOBLE IMAGES PAROLE SIGNALS AUTOMAT LAB GIPSA, F-38031 GRENOBLE, FRANCE.;"
;PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES;SHELLS OF THE BIVALVE ASTARTE MOERCHI GIVE NEW EVIDENCE OF A STRONG PELAGIC-BENTHIC COUPLING SHIFT OCCURRING SINCE THE LATE 1970S IN THE NORTH WATER POLYNYA;"MARS, JEROME; GERBER, SILVAIN";" CNRS, GRENOBLE INP, GIPSA LAB, GRENOBLE ALPES, F-38000 GRENOBLE, FRANCE.; "
;MULTIMEDIA TOOLS AND APPLICATIONS;THE DCT DOMAIN SPARSITY-ASSISTED DETECTION AND RECOVERY OF IMPULSIVELY DISTURBED SAMPLES;STANKOVIC, ISIDORA;" INP GRENOBLE, GIPSA LAB, F-38400 ST MARTIN DHERES, FRANCE.;"
;APPLIED SCIENCES-BASEL;NON-LINEAR SPECTRAL UNMIXING FOR THE ESTIMATION OF THE DISTRIBUTION OF GRAPHENE OXIDE DEPOSITION ON 3D PRINTED COMPOSITES;"LICCIARDI, GIORGIO; CHANUSSOT, JOCELYN";" GRENOBLE INST TECHNOL, GIPSA LAB, F-38000 GRENOBLE, FRANCE.; "
;THEORETICAL COMPUTER SCIENCE;EDGE DEGENERACY: ALGORITHMIC AND STRUCTURAL RESULTS;PERRET, JOANNY;" UNIV GRENOBLE, GIPSA LAB, GRENOBLE, FRANCE.;"
;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;PROGNOSTIC VALUE OF SPECT MYOCARDIAL PERFUSION ENTROPY IN HIGH-RISK TYPE 2 DIABETIC PATIENTS;DESVIGNES, MICHEL;" CNRS, UMR 5216, GIPSA LAB, GRENOBLE, FRANCE.;"
;EUROPEAN SPINE JOURNAL;ALPHA-PHASE SYNCHRONY EEG TRAINING FOR MULTI-RESISTANT CHRONIC LOW BACK PAIN PATIENTS: AN OPEN-LABEL PILOT STUD (VOL 28, PG 2487, 2019);CONGEDO, MARCO;" GIPSA LAB, GRENOBLE, FRANCE.; "
;IEEE TRANSACTIONS ON CONTROL OF NETWORK SYSTEMS;AVERAGE STATE ESTIMATION IN LARGE-SCALE CLUSTERED NETWORK SYSTEMS;CANUDAS-DE-WIT, CARLOS;" CNRS, GIPSA LAB, F-38402 ST MARTIN DHERES, FRANCE.;"
GSCOP;;;;
;INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION;FORMAT EFFECTS IN THE UNDERSTANDING OF MOTION FROM KINEMATIC DIAGRAMS IN ENGINEERING EDUCATION;"MASCLET, CEDRIC; BOUJUT, JEAN-FRANCOIS";" INP, G SCOP, GRENOBLE, FRANCE.;"
;ALGORITHMICA;PARAMETERIZED COMPLEXITY OF INDEPENDENT SET IN H-FREE GRAPHS;BOUSQUET, NICOLAS;" GRENOBLE INP, CNRS, G SCOP LAB, GRENOBLE, FRANCE.; "
HP2;;;;
;INTERNATIONAL JOURNAL OF CLINICAL PHARMACY;EVALUATION OF A COLLABORATIVE CARE PROGRAM FOR PULMONARY HYPERTENSION PATIENTS: A MULTICENTER RANDOMIZED TRIAL;ROUSTIT, MATTHIEU;" INSERM, U1042, HP2 LAB, F-38000 GRENOBLE, FRANCE.; "
;THORAX;ENERGY CONSERVATION TECHNIQUE IMPROVES DYSPNOEA WHEN PATIENTS WITH SEVERE COPD CLIMB STAIRS: A RANDOMISED CROSSOVER STUDY;BOREL, JEAN-CHRISTIAN;" GRENOBLE UNIV, HP2 LAB, INSERM U1042, GRENOBLE, FRANCE.;"
;CHEST;LONG-TERM NONINVASIVE VENTILATION IN THE GENEVA LAKE AREA INDICATIONS, PREVALENCE, AND MODALITIES;PEPIN, JEAN-LOUIS;" UNIV GRENOBLE ALPS, INSERM U1042 UNIT, HP2 LAB, GRENOBLE, FRANCE.; "
;WORLD JOURNAL OF GASTROENTEROLOGY;MAJOR GASTROINTESTINAL BLEEDING AND ANTITHROMBOTICS: CHARACTERISTICS AND MANAGEMENT;VIGLINO, DAMIEN;" UNIV GRENOBLE ALPS, MOBILE INTENS CARE UNIT, HP2 LAB, INSERM U1042, F-38700 LA TRONCHE, FRANCE.; "
;FRONTIERS IN MEDICINE;LONG-TERM NON-INVASIVE VENTILATION: DO PATIENTS AGED OVER 75 YEARS DIFFER FROM YOUNGER ADULTS?;PEPIN, JEAN-LOUIS;" UNIV GRENOBLE ALPS, INSERM, U1042 UNIT, HP2 LAB, GRENOBLE, FRANCE.; "
;EUROPEAN RESPIRATORY JOURNAL;THE EFFECT OF HIGH FLOW OXYGEN DURING CONSTANT-LOAD CYCLING TEST IN SEVERE ILD PATIENTS;"AL CHIKHANIE, YARA; VERGES, SAMUEL";" GRENOBLE ALPS UNIV, HP2 LAB INSERM, GRENOBLE, FRANCE.; "
;EUROPEAN RESPIRATORY JOURNAL;COMPARISON OF LOW-DOSE CT IMAGE REGISTRATION-BASED \; WITH GLOBAL LUNG FUNCTION AND DIFFUSION CAPACITY IN COPD PATIENTS;
;EUROPEAN RESPIRATORY JOURNAL;COMPARISON OF LOW-DOSE CT IMAGE REGISTRATION-BASED METRICS OF REGIONAL VENTILATION DISTRIBUTION WITH GLOBAL LUNG FUNCTION AND DIFFUSION CAPACITY IN COPD PATIENTS;"BAILLY, SEBASTIEN; DEGANO, BRUNO; TAMISIER, RENAUD; PEPIN, JEAN-LOUIS";" HP2 INSERM 1042, GRENOBLE, FRANCE.; "
;JOURNAL OF APPLIED PHYSIOLOGY;COMPARISON OF PLEURAL AND ESOPHAGEAL PRESSURE IN SUPINE AND PRONE POSITIONS IN A PORCINE MODEL OF ACUTE RESPIRATORY DISTRESS SYNDROME;"TERZI, N.;";" INSERM U1042, GRENOBLE, FRANCE.; "
;THERAPEUTIC ADVANCES IN CHRONIC DISEASE;CURCUMIN PREVENTS CHRONIC INTERMITTENT HYPOXIA-INDUCED MYOCARDIAL INJURY;"MOULIN, SOPHIE; ARNAUD, CLAIRE; BOUYON, SOPHIE; PEPIN, JEAN-LOUIS; GODIN-RIBUOT, DIANE; BELAIDI, ELISE";" INSERM, U1042, F-38042 GRENOBLE, FRANCE.; "
;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;ACTIVIN-A LIMITS TH17 PATHOGENICITY AND AUTOIMMUNE NEUROINFLAMMATION VIA CD39 AND CD73 ECTONUCLEOTIDASES AND HIF1-ALPHA-DEPENDENT PATHWAYS;BELAIDI, ELISE;" INSERM, U1042, GRENOBLE, FRANCE.; "
;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;TABLETS OR ORAL SUSPENSION FOR POSACONAZOLE IN LUNG TRANSPLANT RECIPIENTS? CONSEQUENCES FOR TROUGH CONCENTRATIONS OF TACROLIMUS AND EVEROLIMUS;"GAUTIER-VEYRET, ELODIE; STANKE-LABESQUE, FRANCOISE";" INSERM U1042, GRENOBLE, FRANCE.; "
;CHINESE MEDICAL JOURNAL;A DEMONSTRATION PROJECT OF GLOBAL ALLIANCE AGAINST CHRONIC RESPIRATORY DISEASES: PREDICTION OF INTERACTIONS BETWEEN AIR POLLUTION AND ALLERGEN EXPOSURE-THE MOBILE AIRWAYS SENTINEL NETWORK-IMPACT OF AIR POLLUTION ON ASTHMA AND RHINITIS APPROACH;"PEPIN, JEAN LOUIS; JULLIAN-DESAYES, INGRID";" INSERM, U1042, F-38000 GRENOBLE, FRANCE.; "
;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;ACTIVIN-A LIMITS TH17 PATHOGENICITY AND AUTOIMMUNE NEUROINFLAMMATION VIA CD39 AND CD73 ECTONUCLEOTIDASES AND HIF1-ALPHA-DEPENDENT PATHWAYS (VOL 117, PG 12269, 2020);BELAIDI, ELISE;" INSERM, U1042, GRENOBLE, FRANCE.; "
;WORLD JOURNAL OF GASTROENTEROLOGY;MAJOR GASTROINTESTINAL BLEEDING AND ANTITHROMBOTICS: CHARACTERISTICS AND MANAGEMENT;VIGLINO, DAMIEN;" UNIV GRENOBLE ALPS, EMERGENCY DEPT, INSERM U1042, F-38700 LA TRONCHE, FRANCE.; "
;RESPIRATORY CARE;A COMPREHENSIVE BENCH ASSESSMENT OF AUTOMATIC TUBE COMPENSATION IN ICU VENTILATORS FOR BETTER CLINICAL MANAGEMENT;"GALERNEAU, LOUIS-MARIE; TERZI, NICOLAS; SCHWEBEL, CAROLE";" INSERM, F-1042 GRENOBLE, FRANCE.; "
;CANADIAN JOURNAL OF CARDIOLOGY;COOPERATION BETWEEN HYPOXIA-INDUCIBLE FACTOR 1 A AND ACTIVATING TRANSCRIPTION FACTOR 4 IN SLEEP APNEA-MEDIATED MYOCARDIAL INJURY;"MOULIN, SOPHIE; THOMAS, AMANDINE; ARNAUD, CLAIRE; PEPIN, JEAN-LOUIS; GODIN-RIBUOT, DIANE; GAUCHER, JONATHAN; BELAIDI, ELISE";" INST NATL SANTE & RECH MED, U1042, GRENOBLE, FRANCE.; "
;REVUE DES MALADIES RESPIRATOIRES;RESPIRATORY MUSCLES AND THE PULMONOLOGIST;"WUYAM, B.;";" FAC MED, INSERM, U1042, GRENOBLE, FRANCE.; "
;REVUE DES MALADIES RESPIRATOIRES;GROWING ROLE OF PATIENTS IN FRENCH HEALTH DEMOCRACY;"PEPIN, J.; -L.;";" LAB HYPOXIE & PHYSIOPATHOL CARDIOVASC & RESP, GRENOBLE, FRANCE.; "
IAB;;;;
;INTERNATIONAL JOURNAL OF CLINICAL PHARMACY;EVALUATION OF A COLLABORATIVE CARE PROGRAM FOR PULMONARY HYPERTENSION PATIENTS: A MULTICENTER RANDOMIZED TRIAL;CHANOINE, SEBASTIEN;" ALBERT BONNIOT INST, INSERM, U823, F-38000 GRENOBLE, FRANCE.; "
;ADVANCED FUNCTIONAL MATERIALS;ADDITIVE MANUFACTURING OF MATERIAL SCAFFOLDS FOR BONE REGENERATION: TOWARD APPLICATION IN THE CLINICS;BETTEGA, GEORGES;" INSERM, U1209, INST ALBERT BONNIOT, F-38000 GRENOBLE, FRANCE.;"
;METABOLITES;INSIGHTS INTO THE NATURAL DEFENSES OF A CORAL REEF FISH AGAINST GILL ECTOPARASITES: INTEGRATED METABOLOME AND MICROBIOME APPROACH;BULET, PHILIPPE;" IAB, INSERMU1209, CR UGA, CNRS,UMR 5309, F-38700 LA TRONCHE, FRANCE.;"
;JOURNAL OF THE AMERICAN CHEMICAL SOCIETY;PYCLEN-BASED LN(III) COMPLEXES AS HIGHLY LUMINESCENT BIOPROBES FOR IN VITRO AND IN VIVO ONE- AND TWO-PHOTON BIOIMAGING APPLICATIONS;"DUPERRAY, ALAIN; GRICHINE, ALEXEI";" UNIV GRENOBLE 896 ALPES, INSERM U1209, IAB, F-38000 GRENOBLE, FRANCE.; "
;DIABETES CARE;"COMMENT ON LEELARATHNA ET AL. DURATION OF HYBRID CLOSED-LOOP INSULIN THERAPY TO ACHIEVE REPRESENTATIVE GLYCEMIC OUTCOMES IN ADULTS WITH TYPE 1 DIABETES. DIABETES CARE 2020;43:E38-E39";"MADROLLE, STEPHANIE; GALLEGOS, ALEXANDRE; TOURKI, YOUSRA";" DIABELOOP SA, GRENOBLE, FRANCE.; "
;SCIENTOMETRICS;FLAGGING INCORRECT NUCLEOTIDE SEQUENCE REAGENTS IN BIOMEDICAL PAPERS: TO WHAT EXTENT DOES THE LEADING PUBLICATION FORMAT IMPEDE AUTOMATIC ERROR DETECTION?;GAUTIER, THIERRY;" INST ADV BIOL, INSERM U1209, CNRS UMR5309, CTR RECH UGA, SITE SANTE,ALLEE ALPES, F-38700 LA TRONCHE, FRANCE.; "
;JOURNAL OF BIOLOGICAL CHEMISTRY;THE MECHANO-SENSITIVE RESPONSE OF BETA 1 INTEGRIN PROMOTES SRC-POSITIVE LATE ENDOSOME RECYCLING AND ACTIVATION OF YES-ASSOCIATED PROTEIN;"BLOCK, MARC R.;; BRUNNER, MOLLY; ZIEGELMEYER, THEO; PEZET, MYLENE; CHEVALIER, GENEVIEVE; BOUVARD, DANIEL";" INST NATL SANTE & RECH MED, INSERM U1209, LA TRONCHE, FRANCE.; "
IBS;;;;
;SCIENTIFIC REPORTS;NEW STRUCTURAL INSIGHTS INTO KIR CHANNEL GATING FROM MOLECULAR SIMULATIONS, HDX-MS AND FUNCTIONAL STUDIES;FOREST, ERIC;" IBS, CNRS, F-38044 GRENOBLE, FRANCE.; "
;SCIENTIFIC REPORTS;NEW STRUCTURAL INSIGHTS INTO KIR CHANNEL GATING FROM MOLECULAR SIMULATIONS, HDX-MS AND FUNCTIONAL STUDIES;FOREST, ERIC;" IBS, CEA, F-38044 GRENOBLE, FRANCE.; "
;JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;STRUCTURAL BASES FOR THE ALLERGENICITY OF FRA A 1.02 IN STRAWBERRY FRUITS;DUPEUX, FLORINE;" INST BIOL STRUCT IBS, F-38000 GRENOBLE, FRANCE.; "
;FRONTIERS IN IMMUNOLOGY;COVID-19: UNDERLYING ADIPOKINE STORM AND ANGIOTENSIN 1-7 UMBRELLA;EPAULARD, OLIVIER;" INST BIOL STRUCT, UMR 5075, GRENOBLE, FRANCE.; "
;CLINICAL INFECTIOUS DISEASES;CLUSTER OF CORONAVIRUS DISEASE 2019 (COVID-19) IN THE FRENCH ALPS, FEBRUARY 2020;EPAULARD, OLIVIER;" INST BIOL STRUCT, UMR 5075, UNITE MIXTE RECH 5075, GRENOBLE, FRANCE.; "
;NATURE COMMUNICATIONS;CYSTEINE OXIDATION AND DISULFIDE FORMATION IN THE RIBOSOMAL EXIT TUNNEL;BLACKLEDGE, MARTIN;" INST BIOL STRUCT, GRENOBLE, FRANCE.; "
;ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY;JEAN-LUC FERRER (1964-2020): STRUCTURAL BIOLOGIST, BEAMLINE INSTRUMENTATION INNOVATOR AND ENTREPRENEUR OBITUARY;"FONTECILLA-CAMPS, JUAN C.;";" INST BIOL STRUCT, METALLOPROT UNIT, STRUCT FUNCT RELATIONSHIPS METALLOPROT, EPN CAMPUS CS 10090,71 AVE MARTYRS, F-38044 GRENOBLE 9, FRANCE.; "
IGE;;;;
;HYDROLOGICAL PROCESSES;INTERCOMPARISON OF MEASUREMENTS OF BULK SNOW DENSITY AND WATER EQUIVALENT OF SNOW COVER WITH SNOW CORE SAMPLERS: INSTRUMENTAL BIAS AND VARIABILITY INDUCED BY OBSERVERS;PICARD, GHISLAIN;" UGA, CNRS, INST GEOSCI ENVIRONM IGE, GRENOBLE, FRANCE.; "
;HYDROLOGY AND EARTH SYSTEM SCIENCES;A DAILY 25KM SHORT-LATENCY RAINFALL PRODUCT FOR DATA-SCARCE REGIONS BASED ON THE INTEGRATION OF THE GLOBAL PRECIPITATION MEASUREMENT MISSION RAINFALL AND MULTIPLE-SATELLITE SOIL MOISTURE PRODUCTS;PELLARIN, THIERRY;" CNRS, GRENOBLE INP, INST GEOSCI ENVIRONM IGE, RES UNIT,IRD, F-38000 GRENOBLE, FRANCE.; "
;JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS;PRESENTATION AND EVALUATION OF THE IPSL-CM6A-LR CLIMATE MODEL;KRINNER, GERHARD;" UNIV GRENOBLE, INST GEOSCI ENVIRONM, CNRS, GRENOBLE, FRANCE.; "
;GEOSCIENTIFIC MODEL DEVELOPMENT;REPRESENTATION OF THE DENMARK STRAIT OVERFLOW IN A Z-COORDINATE EDDYING CONFIGURATION OF THE NEMO (V3.6) OCEAN MODEL: RESOLUTION AND PARAMETER IMPACTS;"COLOMBO, PEDRO; BARNIER, BERNARD; PENDUFF, THIERRY; MOLINES, JEAN-MARC; LE SOMMER, JULIEN";" CNRS UGA, INST GEOSCI ENVIRONM, F-38050 GRENOBLE, FRANCE.; "
