halId_s;version_i;uri_s;docType_s;doiId_s;nntId_s;title_s;subTitle_s;authFullName_s;producedDate_s;domain_s;journalTitle_s;journalPublisher_s;volume_s;number_s;page_s;en_keyword_s;keyword_s;fr_keyword_s;conferenceTitle_s;conferenceStartDate_s;country_s;language_s;inPress_bool
hal-01863795;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01863795;ART;10.1016/j.jbspin.2017.12.014;;Pulmonary arterial hypertension in four patients treated by leflunomide;;Valentin Coirier,Alain Lescoat,Celine Chabanne,Maxime Fournet,Guillaume Coiffier,Stéphane Jouneau,Elisabeth Polard,Patrick Jego;2018-01;0.sdv,1.sdv.sp,0.sdv,1.sdv.mhep,2.sdv.mhep.psr;Joint Bone Spine;Elsevier Masson;85;;761-763;Leflunomide,Pulmonary arterial hypertension;Leflunomide,Pulmonary arterial hypertension;;;;;en;false
hal-01878959;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01878959;ART;10.1186/s12880-018-0269-1;;An improved nonlinear diffusion in Laplacian pyramid domain for cone beam CT denoising during image-guided vascular intervention;;Yi Liu,Miguel Castro,Mathieu Lederlin,Adrien Kaladji,Pascal Haigron;04/09/2018;0.sdv,1.sdv.ib;BMC Medical Imaging;BioMed Central;18;;;Laplacian pyramid,Low-dose CBCT,Nonlinear diffusion,Edge-preserving smoothing;Laplacian pyramid,Low-dose CBCT,Nonlinear diffusion,Edge-preserving smoothing;;;;;en;false
hal-01833097;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01833097;ART;10.1186/s13550-018-0410-8;;Optimization of temporal sampling for F-18-choline uptake quantification in prostate cancer assessment;;Xavier Palard-Novello,Anne-Lise Blin,Florence Le Jeune,Etienne Garin,Pierre-Yves Salaun,Anne Devillers,Giulio Gambarota,Solène Querellou,Patrick Bourguet,Hervé Saint-Jalmes;15/06/2018;0.sdv,1.sdv.ib,2.sdv.ib.ima,0.sdv,1.sdv.can,0.sdv,1.sdv.mhep,2.sdv.mhep.un;EJNMMI Research;SpringerOpen;8;;49;Kinetic analysis,18FCholine,Positron emission tomography,Prostate cancer;Kinetic analysis,18FCholine,Positron emission tomography,Prostate cancer;;;;;en;false
hal-02326518;1;https://hal-univ-lyon1.archives-ouvertes.fr/hal-02326518;ART;10.1016/j.tecto.2017.06.028;;Interactions of scales of convection in the Earth's mantle;;Nicolas Coltice,Gaspard Larrouturou,Eric Debayle,Edward J. Garnero;2018;0.sdu;Tectonophysics;;746;;669--677;Lithosphere,Mantle convection,Plate tectonics,Seismology,Small scale convection;Lithosphere,Mantle convection,Plate tectonics,Seismology,Small scale convection;;;;;en;false
hal-01934184;1;https://hal.archives-ouvertes.fr/hal-01934184;ART;10.1017/S143192761800243X;;Correlative HAADF-STEM and EDX-STEM Tomography for the 3D Morphological and Elemental Analysis of FinFET Semiconductor Devices;;Julien Sorel,Martin Jacob,Toby Sanders,Adeline Grenier,Rafael Bortolin Pinheiro,Frederic Mazen,Thierry Epicier,Zineb Saghi;2018-08;0.phys,1.phys.cond,2.phys.cond.cm-ms;Microscopy and Microanalysis;Cambridge University Press (CUP);24;;388 - 389;;;;;;;en;false
hal-01982471;1;https://hal.archives-ouvertes.fr/hal-01982471;ART;10.1515/polyeng-2017-0302;;Kaolinite dispersion in cassava starch-based composite films: a photonic microscopy and X-ray tomography study;;Jean Aimé Mbey,Fabien Thomas,Sandrine Hoppe;28/08/2018;0.chim,1.chim.poly,0.spi,1.spi.mat,0.spi,1.spi.gproc;Journal of Polymer Engineering;De Gruyter;38;;641-647;;;;;;;en;false
hal-02191886;1;https://hal-univ-lyon1.archives-ouvertes.fr/hal-02191886;ART;10.1159/000486899;;The Respiratory System in Autoimmune Vascular Diseases;;M. Nasser,Vincent Cottin;2018;0.sdv;Respiration;;96;;déc-28;Hemorrhage/immunology,Glomerulonephritis/immunology,Humans,Tomography,X-Ray Computed,Adrenal Cortex Hormones/therapeutic use,Autoimmune Diseases/drug therapy,Immunosuppressive Agents/therapeutic use,Lung Diseases/diagnosis/drug therapy/immunology,Lung/diagnostic imaging/pathology,Vasculitis/diagnosis/drug therapy/immunology;Hemorrhage/immunology,Glomerulonephritis/immunology,Humans,Tomography,X-Ray Computed,Adrenal Cortex Hormones/therapeutic use,Autoimmune Diseases/drug therapy,Immunosuppressive Agents/therapeutic use,Lung Diseases/diagnosis/drug therapy/immunology,Lung/diagnostic imaging/pathology,Vasculitis/diagnosis/drug therapy/immunology;;;;;en;false
hal-02284973;1;https://hal.umontpellier.fr/hal-02284973;ART;10.1038/s41388-017-0018-x;;Murine stroma adopts a human-like metabolic phenotype in the PDX model of colorectal cancer and liver metastases;;Arnaud Blomme,Gaetan van Simaeys,Gilles Doumont,Brunella Costanza,Justine Bellier,Yukihiro Otaka,Félicie Sherer,Pierre Lovinfosse,Sébastien Boutry,Ana Perez Palacios,Edwin de Pauw,Touko Hirano,Takehiko Yokobori,Roland Hustinx,Akeila Bellahcene,Philippe Delvenne,Olivier Detry,Serge Goldman,Masahiko Nishiyama,Vincent Castronovo,Andrei Turtoi;2018-03;0.sdv,1.sdv.mhep,0.sdv,1.sdv.can;Oncogene;Nature Publishing Group;37;;1237-1250;;;;;;;en;false
hal-01954783;1;https://hal.inria.fr/hal-01954783;ART;10.1242/dev.162578;;Cohort-based multiscale analysis of hemodynamic-driven growth and remodeling of the embryonic pharyngeal arch arteries;;Stephanie Lindsey,Jonathan Butcher,Irene Vignon-Clementel;18/10/2018;0.phys,1.phys.meca,2.phys.meca.biom,0.sdv,1.sdv.bdd,2.sdv.bdd.mor,0.sdv,1.sdv.mhep,2.sdv.mhep.csc;Development (Cambridge, England);Company of Biologists;145;;dev162578;Chick embryo,Mechanical forces,Hemodynamics,Heart development,Computational modeling,Aortic arches;Chick embryo,Mechanical forces,Hemodynamics,Heart development,Computational modeling,Aortic arches;;;;;en;false
hal-02020239;1;https://hal.archives-ouvertes.fr/hal-02020239;ART;10.1021/acsphotonics.7b01429;;Interference Eraser Experiment Demonstrated with All-Plasmonic Which-Path Marker Based on Reverse Spin Hall Effect of Light;;Aline Pham,Airong Zhao,Quanbo Jiang,Joel Bellessa,Cyriaque Genet,Aurélien Drezet;21/03/2018;0.phys;ACS photonics;American Chemical Society,;5;;1108-1114;Kinetic parameters,Plasmonics,Light,Quantum mechanics,Polarization,Surface plasmon polaritons,Interference eraser,Spin?orbit coupling,Metamaterial,Polarization tomography;Kinetic parameters,Plasmonics,Light,Quantum mechanics,Polarization,Surface plasmon polaritons,Interference eraser,Spin?orbit coupling,Metamaterial,Polarization tomography;;;;;en;false
hal-01940481;1;https://hal-univ-tlse3.archives-ouvertes.fr/hal-01940481;ART;10.1016/j.engfracmech.2018.06.009;;Experimental and numerical investigation of adhesively bonded \\textpm55° filament wound tubular specimens under internal pressure;;S. Braiek,A. Ben Khalifa,Redouane Zitoune,M. Zidi;2018-08;0.spi;Engineering Fracture Mechanics;Elsevier;199;;461--475;;;;;;;en;false
hal-01691239;1;https://hal.archives-ouvertes.fr/hal-01691239;ART;10.1016/j.advwatres.2017.11.029;;Hydraulic tomography of discrete networks of conduits and fractures in a karstic aquifer by using a deterministic inversion algorithm;;P. Fischer,Abderrahim Jardani,N. Lecoq;2018;0.sdu;Advances in Water Resources;Elsevier;112;;83-94;Distributed modeling,Coupled discrete–continuum model,Deterministic inversion,Heterogeneity,Aquifer characterization;Distributed modeling,Coupled discrete–continuum model,Deterministic inversion,Heterogeneity,Aquifer characterization;;;;;en;false
hal-01929506;1;https://hal.archives-ouvertes.fr/hal-01929506;ART;10.1016/j.proeng.2018.02.009;;Fatigue resistance of selectively laser melted aluminum alloy under T6 heat treatment;;Julius Ngnekou,Gilbert Hénaff,Yves Nadot,Julien Nicolai,Lionel Ridosz;2018;0.spi;Procedia Engineering;Elsevier;213;;79 - 88;T6,Fatigue,Defect size,AlSi10Mg,ALM,Microstructure;T6,Fatigue,Defect size,AlSi10Mg,ALM,Microstructure;;;;;en;false
hal-02151266;1;https://hal.archives-ouvertes.fr/hal-02151266;ART;10.1021/acsami.8b16436;;Electron Tomography of Plasmonic Au Nanoparticles Dispersed in a TiO 2 Dielectric Matrix;;Siddardha Koneti,Joel Borges,Lucian Roiban,Marco Rodrigues,Nicolas Martin,Thierry Epicier,Filipe Vaz,Philippe Steyer;15/11/2018;0.spi,1.spi.mat;ACS Applied Materials & Interfaces;Washington, D.C. : American Chemical Society;10;;42882-42890;;;;;;;en;false
hal-01699221;1;https://hal.univ-grenoble-alpes.fr/hal-01699221;ART;10.1109/TMI.2017.2759661;;Robust Unmixing of Dynamic Sequences Using Regions of Interest;;Marc Filippi,Michel Desvignes,Eric Moisan;2018-01;0.info,1.info.info-ts,0.info,1.info.info-im;IEEE Transactions on Medical Imaging;Institute of Electrical and Electronics Engineers;37;;306 - 315;Nuclear imaging,Blind source separation,Inverse methods,Computer-aided detection and diagnosis;Nuclear imaging,Blind source separation,Inverse methods,Computer-aided detection and diagnosis;;;;;en;false
insu-02274784;1;https://hal-insu.archives-ouvertes.fr/insu-02274784;ART;10.1093/gji/ggy122;;Joint inversion of the first overtone and fundamental mode for deep imaging at the Valhall oil field using ambient noise;;Gaurav Tomar,Eléonore Stutzmann,Aurélien Mordret,Jean-Paul Montagner,Satish Singh,Nikolai Shapiro;2018;0.sdu,1.sdu.stu,2.sdu.stu.gp;Geophysical Journal International;Oxford University Press (OUP);214;;122-132;Fourier analysis,Interface waves,Interferometry,Joint Inversion,Tomography;Fourier analysis,Interface waves,Interferometry,Joint Inversion,Tomography;;;;;en;false
hal-01982988;1;https://hal.archives-ouvertes.fr/hal-01982988;ART;10.1016/j.quageo.2018.07.004;;2D modelling: A Monte Carlo approach for assessing heterogeneous beta dose rate in luminescence and ESR dating: Paper I\, theory and verification;;Lo?c Martin,Fang Fang,Norbert Mercier,Sébastien Incerti,Rainer Grün,Yannick Lefrais;2018;0.phys;Quat.Geochronol.;;48;;25-37;;;;;;;en;false
hal-01995475;1;https://hal.archives-ouvertes.fr/hal-01995475;ART;10.1063/1.5048619;;Investigation by Mössbauer spectroscopy and atom probe tomography of the phase transformation of Nd-Fe-B alloys after high-energy ball milling;;Nicolas Maât,Rodrigue Lardé,Virginie Nachbaur,Jean-Marie Le Breton,Olivier Isnard,Viorel Pop,Ionel Chicina?;14/12/2018;0.phys,1.phys.cond,2.phys.cond.cm-ms;Journal of Applied Physics;American Institute of Physics;124;;223905;;;;;;;en;false
hal-01831190;1;https://hal.archives-ouvertes.fr/hal-01831190;ART;10.1088/1361-6420/aac28c;;Fluorescence molecular imaging based on the adjoint radiative transport equation;;Fatmir Asllanaj,Ahmad Addoum,Jean Rodolphe Roche;2018;0.info,1.info.info-im,0.info,1.info.info-mo;Inverse Problems;IOP Publishing;34;;;Biological tissue,Inverse fluorescent source problem,Frequency domain,Modified finite volume method,Radiative transport equation,Adjoint method,Lagrangian formulation,Fluorescence molecular imaging;Biological tissue,Inverse fluorescent source problem,Frequency domain,Modified finite volume method,Radiative transport equation,Adjoint method,Lagrangian formulation,Fluorescence molecular imaging;;;;;en;false
hal-01920221;1;https://hal.archives-ouvertes.fr/hal-01920221;ART;10.1007/s11012-018-0917-0;;Tensile failure of micro-concrete: from mechanical tests to FE meso-model with the help of X-ray tomography;;Olga Stamati,Emmanuel Roubin,Edward Andò,Yann Malecot;08/11/2018;0.spi,1.spi.meca,2.spi.meca.mema,0.spi,1.spi.gciv,2.spi.gciv.cd;Meccanica;Springer Verlag;;;;;;;;;;en;false
hal-01876110;1;https://hal.univ-grenoble-alpes.fr/hal-01876110;ART;10.1016/j.cemconcomp.2017.12.011;;Phase segmentation of concrete x-ray tomographic images at meso-scale: Validation with neutron tomography;;Olga Stamati,Emmanuel Roubin,Edward Andò,Yann Malecot;2018-04;0.phys,1.phys.meca,2.phys.meca.mema;Cement and Concrete Composites;Elsevier;88;;août-16;;;;;;;en;false
hal-02940996;1;https://hal.archives-ouvertes.fr/hal-02940996;ART;10.1016/j.compstruct.2018.03.037;;Experimental and numerical characterization of thin woven composites used in printed circuit boards for high frequency applications;;Gautier Girard,Mohamad Jrad,Slim Bahi,Marion Martiny,Sébastien Mercier,Laurent Bodin,David Nevo,Sophie Dareys;2018;0.spi,1.spi.meca,2.spi.meca.mema;Composite Structures;Elsevier;193;;140-153;Woven composite,Mechanical tests,X-ray tomography,Orthotropic behavior,Numerical homogenization,Printed circuit boards;Woven composite,Mechanical tests,X-ray tomography,Orthotropic behavior,Numerical homogenization,Printed circuit boards;;;;;en;false
hal-03096893;1;https://hal.archives-ouvertes.fr/hal-03096893;ART;10.1167/iovs.17-22316;;Autofluorescence of Skin Advanced Glycation End Products as a Risk Factor for Open Angle Glaucoma: The ALIENOR Study;Invest Ophthalmol Vis Sci;Cedric Schweitzer,Audrey Cougnard-Gregoire,Vincent Rigalleau,Jean-Francois Dartigues,F. Malet,Marie-Benedicte Rougier,Marie-Noëlle Delyfer,Catherine Helmer,Jean-Francois Korobelnik,Cécile Delcourt;01/01/2018;0.sdv,1.sdv.spee;Investigative Ophthalmology & Visual Science;Association for Research in Vision and Ophthalmology;59;;75-84;LEHA,SEPIA;LEHA,SEPIA;;;;;en;true
hal-02308763;1;https://hal.archives-ouvertes.fr/hal-02308763;ART;10.1016/j.ijhydene.2018.01.022;;Replication of liner collapse phenomenon observed in hyperbaric type IV hydrogen storage vessel by explosive decompression experiments;;Julie Pépin,Eric Lainé,Jean-Claude Grandidier,Guillaume Benoit,David Mellier,Mathilde Weber,Christophe Langlois;2018-03;0.phys,1.phys.meca,2.phys.meca.mefl,0.phys,1.phys.meca,2.phys.meca.msmeca,0.spi,1.spi.acou,0.spi,1.spi.auto,0.spi,1.spi.elec,0.spi,1.spi.fluid,0.spi,1.spi.nrj,0.phys,1.phys.meca,2.phys.meca.ther,0.phys,1.phys.meca,2.phys.meca.vibr,0.phys,1.phys.mphy,0.phys,1.phys.qphy,0.phys,1.phys.meca,2.phys.meca.acou,0.phys,1.phys.meca,2.phys.meca.biom,0.chim,1.chim.mate,0.chim,1.chim.poly;International Journal of Hydrogen Energy;Elsevier;43;;4671-4680;Composite,Explosive decompression,Polyamide 6,Liner collapse,Hydrogen,Gas diffusion;Composite,Explosive decompression,Polyamide 6,Liner collapse,Hydrogen,Gas diffusion;;;;;en;false
hal-02315527;1;https://hal.archives-ouvertes.fr/hal-02315527;ART;10.1016/j.ijhydene.2018.06.177;;Determination of key parameters responsible for polymeric liner collapse in hyperbaric type IV hydrogen storage vessels;;Julie Pépin,Eric Lainé,Jean-Claude Grandidier,Sylvie Castagnet,Pierre Blanc-Vannet,Philippe Papin,Mathilde Weber;2018-08;0.phys,1.phys.meca,2.phys.meca.mefl,0.phys,1.phys.meca,2.phys.meca.msmeca,0.spi,1.spi.acou,0.spi,1.spi.auto,0.spi,1.spi.elec,0.spi,1.spi.fluid,0.spi,1.spi.nrj,0.phys,1.phys.meca,2.phys.meca.ther,0.phys,1.phys.meca,2.phys.meca.vibr,0.phys,1.phys.mphy,0.phys,1.phys.qphy,0.phys,1.phys.meca,2.phys.meca.acou,0.phys,1.phys.meca,2.phys.meca.biom,0.chim,1.chim.mate,0.chim,1.chim.poly;International Journal of Hydrogen Energy;Elsevier;43;;16386-16399;Liner collapse,Hydrogen,Gas diffusion,Explosive decompression,Polyamide,Composite;Liner collapse,Hydrogen,Gas diffusion,Explosive decompression,Polyamide,Composite;;;;;en;false
hal-01709601;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01709601;ART;10.1097/RCT.0000000000000640;;Measuring Cerebral Hypoperfusion Induced by Hyperventilation Challenge With Intravoxel Incoherent Motion Magnetic Resonance Imaging in Healthy Volunteers;;Aude Pavilla,Alessandro Arrigo,Mehdi Mejdoubi,Regis Duvauferrier,Giulio Gambarota,Hervé Saint-Jalmes;2018;0.sdv,1.sdv.ib;Journal of Computer Assisted Tomography;Lippincott, Williams & Wilkins;42;;85-91;Magnetic resonance imaging,Hypocapnia,Perfusion,Hyperventilation,Intravoxel incoherent motion,Diffusion;Magnetic resonance imaging,Hypocapnia,Perfusion,Hyperventilation,Intravoxel incoherent motion,Diffusion;;;;;en;false
hal-01834810;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01834810;ART;10.1117/1.OE.57.6.063104;;Calibration of Artis-Zeego C-arm cone beam computerized tomography angiography imaging system;;S. Li,J.-C. Nunes,M. Castro,C. Toumoulin,L. Luo;07/06/2018;0.sdv,1.sdv.ib;Optical Engineering;SPIE;57;;63104;Artis-Zeego,C-arm movement models,Calibration,Helical phantom,X-ray imaging;Artis-Zeego,C-arm movement models,Calibration,Helical phantom,X-ray imaging;;;;;en;false
hal-01719800;1;https://hal.archives-ouvertes.fr/hal-01719800;ART;10.1021/acs.cgd.7b01635;;Hollow Beta Zeolite Single Crystals for the Design of Selective Catalysts;;A. Prates,C. Pagis,Frédéric Meunier,L. Burel,T. Epicier,Lucian Roiban,S. Koneti,Nicolas Bats,D. Farrusseng,A. Tuelt;2018;0.chim,1.chim.cata,0.chim,1.chim.mate;Crystal Growth & Design;American Chemical Society;18;;592-596;;;;;;;en;false
hal-02023477;1;https://hal.archives-ouvertes.fr/hal-02023477;ART;10.1364/oe.26.026093;;Multi-wavelength multi-angle reflection tomography;;Ting Zhang,Kévin Unger,Guillaume Maire,Patrick Chaumet,Anne Talneau,Charan Godhavarti,Hugues Giovannini,Kamal Belkebir,Anne Sentenac;2018;0.phys,1.phys.phys,2.phys.phys.phys-optics;Optics Express;Optical Society of America - OSA Publishing;26;;26093;;;;;;;en;false
hal-01919706;1;https://hal.sorbonne-universite.fr/hal-01919706;ART;10.1016/j.jmbbm.2018.08.035;;Breast implant surface texture impacts host tissue response;;Michael Atlan,Gina Nuti,Hongpeng Wang,Sherri Decker,Tracyann Perry;2018-12;0.phys,0.sdv;Journal of the mechanical behavior of biomedical materials;Elsevier;88;;377 - 385;;;;;;;en;false
hal-02290882;1;https://hal.umontpellier.fr/hal-02290882;ART;10.1016/j.diii.2018.11.007;;Ovarian cancer: An update on imaging in the era of radiomics;;S. Nougaret,M. Tardieu,H.A. Vargas,C. Reinhold,S. Vande Perre,N. Bonanno,E. Sala,I. Thomassin-Naggara;13/12/2018;0.sdv,1.sdv.mhep,0.sdv,1.sdv.can;Diagnostic and Interventional Imaging;Elsevier;;;;Advanced imaging,Genomics,Ovarian cancer,Radiomics,Texture analysis;Advanced imaging,Genomics,Ovarian cancer,Radiomics,Texture analysis;;;;;en;false
hal-01971783;1;https://hal.sorbonne-universite.fr/hal-01971783;ART;10.1121/1.5036726;;Dispersive Radon transform;;Kailiang Xu,Pascal Laugier,Jean-Gabriel Minonzio;2018;0.sdv,1.sdv.ib,2.sdv.ib.ima,0.spi,1.spi.acou,0.spi,1.spi.signal;Journal of the Acoustical Society of America;Acoustical Society of America;143;;2729-2743;Chemical elements,Tomography,Integral transforms,Optical communications,Operator theory,Ultrasonics,Rayleigh waves,Waveguides,Signal processing,Regression analysis;Chemical elements,Tomography,Integral transforms,Optical communications,Operator theory,Ultrasonics,Rayleigh waves,Waveguides,Signal processing,Regression analysis;;;;;en;false
hal-01633741;1;https://hal.archives-ouvertes.fr/hal-01633741;ART;10.1088/1361-6501/aa9818;;Self-calibration for lab-?CT using space-time regularized projection-based DVC and model reduction;;Clément Jailin,Ante Buljac,Amine Bouterf,Martin Poncelet,François Hild,Stéphane Roux;2018;0.spi,1.spi.mat,0.spi,1.spi.meca,2.spi.meca.mema,0.spi,1.spi.signal;Measurement Science and Technology;IOP Publishing;29;;024003, 13 p.;Online calibration,X-ray Computed Tomography,Artifact correction,Digital Volume Correlation,Proper Generalized Decomposition PGD;Online calibration,X-ray Computed Tomography,Artifact correction,Digital Volume Correlation,Proper Generalized Decomposition PGD;;;;;en;false
hal-01869035;2;https://hal.archives-ouvertes.fr/hal-01869035v2;ART;10.1016/j.actamat.2018.08.050;;Cluster hardening in Al-3Mg triggered by small Cu additions;;S. Medrano,H. Zhao,Frédéric de Geuser,B. Gault,L. T. Stephenson,A. Deschamps,D. Ponge,D. Raabe,C. W. Sinclair;2018;0.phys,1.phys.cond,2.phys.cond.cm-ms;Acta Materialia;Elsevier;161;;déc-20;Precipitation,Aluminum alloys,Yield strength,Atom probe;Precipitation,Aluminum alloys,Yield strength,Atom probe;;;;;en;false
inserm-02093701;1;https://www.hal.inserm.fr/inserm-02093701;ART;10.1007/s11307-017-1132-4;;Uptake of Radium-223 Dichloride and Early [18F]NaF PET Response Are Driven by Baseline [18F]NaF Parameters: a Pilot Study in Castration-Resistant Prostate Cancer Patients;;Arthur Letellier,Alison Johnson,Nicolas How Kit,Jean-François Savigny,Alain Batalla,Jean-Jacques Parienti,Nicolas Aide;2018-06;0.sdv,1.sdv.can;Molecular Imaging and Biology;Springer Verlag;20;;482-491;18FNaF,Radium-223 dichloride,Bone metastases,PET/CT,Prostate cancer;18FNaF,Radium-223 dichloride,Bone metastases,PET/CT,Prostate cancer;;;;;en;false
hal-02306845;1;https://hal.umontpellier.fr/hal-02306845;ART;10.1161/STROKEAHA.118.022335;;Post-Thrombolysis Recanalization in Stroke Referrals for Thrombectomy;;Pierre Seners,Guillaume Turc,Olivier Naggara,Hilde Hénon,Michel Piotin,Caroline Arquizan,Tae-Hee Cho,Ana-Paula Narata,Bertrand Lapergue,Sébastien Richard,Laurence Legrand,Nicolas Bricout,Raphaël Blanc,Cyril Dargazanli,Benjamin Gory,Séverine Debiais,Marie Tisserand,Serge Bracard,Xavier Leclerc,Michael Obadia,Vincent Costalat,Lise-Prune Berner,Jean-Philippe Cottier,Arturo Consoli,Xavier Ducrocq,Jean-Louis Mas,Catherine Oppenheim,Jean-Claude Baron,Marie Abrivard,Sonia Alamowitch,Wagih Ben Hassen,Yves Berthezène,Karine Blanc-Lasserre,Anne Boulin,Grégoire Boulouis,Stephane Bouly,Frédéric Bourdain,David Calvet,Vladimir Charron,Mohamed Chbicheb,Stéphanie Condette-Auliac,Ovide Corabianu,Charlotte Cordonnier,Oguzhan Coskun,Thomas de Broucker,Jean-Pierre Decroix,Federico Di Maria,Serge Evrard,Mathieu Fissellier,Isabelle Girard,Thibault Lalu,Patrick Le Coz,Morgan Le Guen,Olivier Ille,Didier Leys,Christophe Magni,Eric Manchon,Mikael Mazighi,François Mounier-Vehier,Marinette Moynier,Ioan-Paul Muresan,Norbert Nighoghossian,Elodie Ong,Canan Ozsancak,Frédéric Philippeau,Fernando Pico,Georges Rodesch,Thierry Rosolacci,Candice Sabben,Denis Sablot,Philippe Tassan,Maya Tchikviladze,Francis Turjman,Anne-Evelyne Vallet,Adrien Wang,Marc Zins,Mathieu Zuber;2018-12;0.sdv,1.sdv.neu,0.sdv,1.sdv.mhep,2.sdv.mhep.csc;Stroke;American Heart Association;49;;2975-2982;Fibrinolysis,Incidence,Magnetic resonance imaging,Stroke,Thrombectomy;Fibrinolysis,Incidence,Magnetic resonance imaging,Stroke,Thrombectomy;;;;;en;false
